Season,Home Team,Away Team,Home Goals,Away Goals,Home Team ELO,Away Team ELO,Home XG,Away XG,Home XGA,Away XGA,Home Win Percentage,Home Draw Percentage,Away Win Percentage,Away Draw Percentage,Home Team Form,Away Team Form,Home Team Cumulative Points,Away Team Cumulative Points,Winner
2021-2022,Brentford,Aston Villa,2,1,354,831,53.0,49.0,43.0,52.0,27.78,27.78,34.18,28.59,0.2666666666666666,0.4,20,22,1
2021-2022,Chelsea,Liverpool,2,2,1026,1072,72.0,98.0,34.0,33.0,53.7,24.6,52.34,24.62,0.6,0.6666666666666666,42,41,0
2021-2022,Manchester Utd,Wolves,0,1,987,895,59.0,55.0,39.0,58.0,61.48,22.17,28.87,26.76,0.8666666666666667,0.3333333333333333,31,25,-1
2021-2022,Southampton,Brentford,4,1,844,352,47.0,65.0,53.0,49.0,31.03,27.34,31.58,26.32,0.4,0.4666666666666667,21,23,1
2021-2022,West Ham,Norwich City,2,0,955,614,58.0,50.0,32.0,80.0,33.64,25.46,25.74,27.35,0.4666666666666667,0.0,34,10,1
2021-2022,Brighton,Crystal Palace,1,1,863,831,50.0,49.0,47.0,41.0,24.56,34.5,28.72,25.21,0.5333333333333333,0.4666666666666667,27,23,0
2021-2022,Manchester City,Chelsea,1,0,1179,1016,100.0,24.0,72.0,34.0,48.78,21.8,53.66,24.67,1.0,0.4666666666666667,53,43,1
2021-2022,Newcastle Utd,Watford,1,1,776,712,41.0,41.0,63.0,64.0,36.45,25.81,25.0,21.83,0.2666666666666666,0.0,11,13,0
2021-2022,Wolves,Southampton,3,1,909,830,39.0,58.0,48.0,64.0,29.12,26.67,31.11,27.3,0.4666666666666667,0.5333333333333333,28,24,1
2021-2022,Norwich City,Everton,2,1,639,804,32.0,80.0,45.0,60.0,25.67,27.27,36.4,28.09,0.0,0.2666666666666666,10,19,1
2021-2022,Aston Villa,Manchester Utd,2,2,838,980,43.0,59.0,52.0,55.0,34.15,28.56,61.43,22.15,0.4,0.6666666666666666,22,31,0
2021-2022,West Ham,Leeds United,2,3,933,842,58.0,50.0,51.0,72.0,33.71,25.43,40.19,26.1,0.6,0.2666666666666666,37,19,-1
2021-2022,Liverpool,Brentford,3,0,1072,352,98.0,33.0,53.0,49.0,52.29,24.69,30.0,25.0,0.5333333333333333,0.4,42,23,1
2021-2022,Brighton,Chelsea,1,1,870,1009,50.0,72.0,47.0,34.0,24.42,34.88,53.61,24.65,0.5333333333333333,0.4,28,43,0
2021-2022,Leicester City,Tottenham,2,3,903,976,51.0,64.0,68.0,44.0,34.12,26.01,43.29,24.65,0.4666666666666667,0.7333333333333333,25,33,-1
2021-2022,Brentford,Manchester Utd,1,3,351,981,53.0,49.0,59.0,55.0,28.57,23.81,61.38,22.22,0.2,0.5333333333333333,23,32,-1
2021-2022,Watford,Norwich City,0,3,693,658,41.0,64.0,32.0,80.0,24.91,22.11,25.87,27.2,0.0666666666666666,0.2,14,13,-1
2021-2022,Everton,Aston Villa,0,1,790,852,45.0,60.0,43.0,52.0,36.36,28.07,34.12,28.63,0.2666666666666666,0.2666666666666666,19,23,-1
2021-2022,Manchester Utd,West Ham,1,0,995,919,59.0,55.0,58.0,50.0,61.41,22.2,33.67,25.41,0.5333333333333333,0.6,35,37,1
2021-2022,Brentford,Wolves,1,2,350,910,53.0,49.0,39.0,58.0,27.27,22.73,29.37,26.57,0.2,0.6666666666666666,23,31,-1
2021-2022,Leeds United,Newcastle Utd,0,1,823,795,51.0,72.0,41.0,63.0,40.3,26.05,36.42,25.89,0.4,0.1333333333333333,22,12,-1
2021-2022,Southampton,Manchester City,1,1,842,1167,48.0,100.0,64.0,24.0,31.07,27.27,48.84,21.78,0.5333333333333333,1.0,24,56,0
2021-2022,Leicester City,Brighton,1,1,901,872,51.0,50.0,64.0,47.0,34.06,25.97,24.28,35.26,0.4,0.6,25,29,0
2021-2022,Crystal Palace,Liverpool,1,3,825,1078,49.0,41.0,98.0,33.0,28.66,25.36,52.33,24.67,0.3333333333333333,0.5333333333333333,24,45,-1
2021-2022,Arsenal,Burnley,0,0,964,770,65.0,41.0,47.0,60.0,53.62,24.96,27.21,24.73,0.8,0.1333333333333333,35,11,0
2021-2022,Chelsea,Tottenham,2,0,1023,962,72.0,34.0,68.0,44.0,53.56,24.71,43.34,24.62,0.4,0.7333333333333333,44,36,1
2021-2022,Burnley,Watford,0,0,767,696,41.0,41.0,60.0,64.0,27.11,25.0,24.83,22.03,0.1333333333333333,0.0666666666666666,12,14,0
2021-2022,Newcastle Utd,Everton,3,1,811,774,41.0,63.0,45.0,60.0,36.48,25.86,36.33,28.04,0.3333333333333333,0.0666666666666666,15,19,1
2021-2022,West Ham,Watford,1,0,926,689,58.0,50.0,41.0,64.0,33.64,25.38,24.74,22.3,0.6,0.1333333333333333,37,15,1
2021-2022,Burnley,Manchester Utd,1,1,776,986,41.0,59.0,60.0,55.0,27.02,25.26,61.44,22.18,0.2,0.6666666666666666,13,38,0
2021-2022,Tottenham,Southampton,2,3,941,863,68.0,44.0,48.0,64.0,43.3,24.6,31.03,27.36,0.6666666666666666,0.5333333333333333,36,25,-1
2021-2022,Manchester City,Brentford,2,0,1167,350,100.0,24.0,53.0,49.0,48.79,21.86,26.09,21.74,0.8666666666666667,0.2,57,23,1
2021-2022,Norwich City,Crystal Palace,1,1,665,818,32.0,49.0,79.0,41.0,26.06,27.13,28.6,25.31,0.4,0.2666666666666666,16,24,0
2021-2022,Aston Villa,Leeds United,3,3,851,824,43.0,51.0,52.0,72.0,34.18,28.6,40.23,26.0,0.4666666666666667,0.4,26,22,0
2021-2022,Wolves,Arsenal,0,1,896,978,39.0,58.0,65.0,47.0,29.62,26.48,53.57,25.02,0.8666666666666667,0.6666666666666666,34,36,-1
2021-2022,Liverpool,Leicester City,2,0,1086,893,98.0,33.0,51.0,64.0,52.38,24.65,34.01,26.09,0.5333333333333333,0.4666666666666667,48,26,1
2021-2022,Manchester Utd,Southampton,1,1,981,868,59.0,48.0,55.0,64.0,61.39,22.25,31.11,27.32,0.5333333333333333,0.5333333333333333,39,28,0
2021-2022,Brentford,Crystal Palace,0,0,364,804,53.0,49.0,49.0,41.0,25.0,20.83,28.54,25.46,0.0,0.3333333333333333,23,25,0
2021-2022,Everton,Leeds United,3,0,792,806,45.0,60.0,51.0,72.0,36.3,28.02,40.15,26.14,0.0666666666666666,0.4666666666666667,19,23,1
2021-2022,Watford,Brighton,0,2,681,880,41.0,64.0,50.0,47.0,24.65,22.22,24.14,35.63,0.1333333333333333,0.4666666666666667,15,30,-1
2021-2022,Norwich City,Manchester City,0,4,663,1169,32.0,79.0,100.0,24.0,25.99,27.32,48.84,21.84,0.4666666666666667,0.8666666666666667,17,60,-1
2021-2022,Tottenham,Wolves,0,2,923,914,68.0,44.0,39.0,58.0,43.26,24.58,29.51,26.39,0.4666666666666667,0.6666666666666666,36,34,-1
2021-2022,Burnley,Liverpool,0,1,771,1091,41.0,60.0,98.0,33.0,26.92,25.52,52.42,24.63,0.2,0.6666666666666666,14,51,-1
2021-2022,Newcastle Utd,Aston Villa,1,0,829,833,41.0,63.0,43.0,52.0,36.54,25.83,34.15,28.67,0.5333333333333333,0.3333333333333333,18,27,1
2021-2022,Leicester City,West Ham,2,2,895,924,51.0,58.0,64.0,50.0,33.95,26.05,33.71,25.36,0.2666666666666666,0.6,26,40,0
2021-2022,Manchester Utd,Brighton,2,0,992,869,59.0,55.0,50.0,47.0,61.34,22.32,24.57,35.43,0.6,0.6,40,33,1
2021-2022,West Ham,Newcastle Utd,1,1,920,833,58.0,41.0,50.0,63.0,33.67,25.43,36.6,25.81,0.4666666666666667,0.7333333333333333,41,21,0
2021-2022,Aston Villa,Watford,0,1,810,704,43.0,52.0,41.0,64.0,34.12,28.64,24.57,22.15,0.3333333333333333,0.1333333333333333,27,15,-1
2021-2022,Liverpool,Norwich City,3,1,1094,660,98.0,33.0,32.0,79.0,52.46,24.6,25.93,27.25,0.8666666666666667,0.4666666666666667,54,17,1
2021-2022,Crystal Palace,Chelsea,0,1,797,1030,49.0,41.0,72.0,34.0,28.48,25.61,53.6,24.69,0.2,0.4,26,47,-1
2021-2022,Arsenal,Brentford,2,1,979,363,65.0,47.0,53.0,49.0,53.61,25.0,24.0,24.0,0.6666666666666666,0.0666666666666666,39,24,1
2021-2022,Southampton,Everton,2,0,881,779,48.0,64.0,45.0,59.0,31.08,27.41,36.36,27.99,0.5333333333333333,0.2,29,22,1
2021-2022,Brighton,Burnley,0,3,849,791,50.0,47.0,41.0,60.0,24.43,35.23,26.83,25.44,0.4,0.2,33,14,-1
2021-2022,Manchester City,Tottenham,2,3,1143,949,101.0,24.0,68.0,44.0,48.89,21.81,43.22,24.56,0.8666666666666667,0.4,63,36,-1
2021-2022,Leeds United,Manchester Utd,2,4,798,1000,51.0,72.0,59.0,55.0,40.08,26.09,61.37,22.3,0.4666666666666667,0.7333333333333333,23,43,-1
2021-2022,Wolves,Leicester City,2,1,929,880,39.0,58.0,51.0,64.0,29.76,26.3,33.89,26.17,0.8,0.3333333333333333,37,27,1
2021-2022,Burnley,Tottenham,1,0,814,926,41.0,59.0,68.0,44.0,27.08,25.35,43.27,24.54,0.4,0.4,17,39,1
2021-2022,Watford,Crystal Palace,1,4,692,809,41.0,64.0,49.0,41.0,24.83,22.07,28.43,25.56,0.2666666666666666,0.2,18,26,-1
2021-2022,Liverpool,Leeds United,6,0,1099,793,98.0,33.0,51.0,72.0,52.5,24.58,40.0,26.04,1.0,0.2666666666666666,57,23,1
2021-2022,Arsenal,Wolves,2,1,993,915,65.0,47.0,39.0,58.0,53.65,24.98,30.0,26.21,0.6666666666666666,0.8,42,40,1
2021-2022,Southampton,Norwich City,2,0,888,653,48.0,64.0,32.0,79.0,31.16,27.38,25.86,27.18,0.5333333333333333,0.4666666666666667,32,17,1
2021-2022,Leeds United,Tottenham,0,4,783,936,51.0,72.0,68.0,44.0,39.92,25.99,43.23,24.52,0.0666666666666666,0.2,23,39,-1
2021-2022,Crystal Palace,Burnley,1,1,809,814,50.0,41.0,40.0,59.0,28.57,25.51,27.34,25.26,0.3333333333333333,0.5333333333333333,29,20,0
2021-2022,Brighton,Aston Villa,0,2,831,828,50.0,47.0,43.0,52.0,24.29,35.03,34.08,28.61,0.3333333333333333,0.3333333333333333,33,27,-1
2021-2022,Manchester Utd,Watford,0,0,989,703,59.0,41.0,55.0,64.0,61.4,22.28,24.74,21.99,0.7333333333333333,0.2666666666666666,46,18,0
2021-2022,Brentford,Newcastle Utd,0,2,361,835,53.0,49.0,41.0,63.0,23.08,23.08,36.57,25.88,0.0666666666666666,0.7333333333333333,24,22,-1
2021-2022,Everton,Manchester City,0,1,775,1147,45.0,59.0,101.0,24.0,36.32,27.97,48.84,21.79,0.2,0.6666666666666666,22,63,-1
2021-2022,West Ham,Wolves,1,0,936,899,58.0,50.0,39.0,58.0,33.64,25.51,29.9,26.12,0.3333333333333333,0.6,42,40,1
2021-2022,Burnley,Leicester City,0,2,801,893,41.0,59.0,51.0,64.0,27.24,25.52,33.84,26.13,0.5333333333333333,0.1333333333333333,21,27,-1
2021-2022,Leicester City,Leeds United,1,0,904,772,51.0,64.0,51.0,72.0,33.95,26.09,39.85,25.94,0.3333333333333333,0.0666666666666666,30,23,1
2021-2022,Wolves,Crystal Palace,0,2,879,829,39.0,58.0,50.0,40.0,29.79,26.03,28.51,25.66,0.4,0.4,40,30,-1
2021-2022,Aston Villa,Southampton,4,0,847,869,43.0,52.0,48.0,64.0,34.15,28.59,31.24,27.35,0.4666666666666667,0.7333333333333333,30,35,1
2021-2022,Newcastle Utd,Brighton,2,1,851,815,41.0,63.0,50.0,47.0,36.63,25.86,24.16,34.83,0.8666666666666667,0.2666666666666666,25,33,1
2021-2022,Norwich City,Brentford,1,3,626,388,32.0,79.0,53.0,49.0,25.79,27.11,22.22,22.22,0.2666666666666666,0.0666666666666666,17,24,-1
2021-2022,Burnley,Chelsea,0,4,794,1037,41.0,59.0,72.0,34.0,27.15,25.43,53.64,24.67,0.4666666666666667,0.5333333333333333,21,50,-1
2021-2022,Liverpool,West Ham,1,0,1108,927,100.0,32.0,58.0,50.0,52.54,24.56,33.71,25.48,1.0,0.5333333333333333,60,45,1
2021-2022,Watford,Arsenal,2,3,698,998,41.0,64.0,65.0,47.0,24.66,22.26,53.69,24.96,0.2666666666666666,0.6666666666666666,19,45,-1
2021-2022,Manchester City,Manchester Utd,4,1,1156,980,101.0,24.0,59.0,55.0,48.9,21.77,61.35,22.35,0.6666666666666666,0.6,66,47,1
2021-2022,Tottenham,Everton,5,0,945,766,69.0,43.0,45.0,59.0,43.28,24.5,36.29,27.94,0.4,0.2,42,22,1
2021-2022,Wolves,Watford,4,0,887,690,39.0,58.0,41.0,64.0,29.69,25.94,24.57,22.18,0.4,0.2666666666666666,40,19,1
2021-2022,Leeds United,Aston Villa,0,3,759,860,51.0,72.0,44.0,51.0,39.77,25.89,34.21,28.56,0.0,0.4666666666666667,23,33,-1
2021-2022,Southampton,Newcastle Utd,1,2,852,868,48.0,64.0,41.0,63.0,31.2,27.31,36.69,25.83,0.6666666666666666,0.8666666666666667,35,28,-1
2021-2022,Norwich City,Chelsea,1,3,623,1040,32.0,79.0,73.0,34.0,25.72,27.03,53.68,24.65,0.0666666666666666,0.6666666666666666,17,53,-1
2021-2022,Brighton,Liverpool,0,2,810,1113,50.0,47.0,100.0,32.0,24.02,34.64,52.59,24.54,0.2,1.0,33,63,-1
2021-2022,Brentford,Burnley,2,0,417,765,53.0,49.0,41.0,59.0,25.0,21.43,27.05,25.34,0.2666666666666666,0.4666666666666667,27,21,1
2021-2022,Manchester Utd,Tottenham,3,2,994,931,59.0,55.0,70.0,42.0,61.3,22.33,43.33,24.47,0.5333333333333333,0.6,47,45,1
2021-2022,Leeds United,Norwich City,2,1,769,613,51.0,72.0,32.0,79.0,39.7,25.84,25.65,26.96,0.0,0.0,23,17,1
2021-2022,Chelsea,Newcastle Utd,1,0,1049,859,73.0,34.0,41.0,63.0,53.72,24.63,36.75,25.81,0.8666666666666667,0.8666666666666667,56,31,1
2021-2022,West Ham,Aston Villa,2,1,940,847,58.0,50.0,44.0,50.0,33.67,25.46,34.27,28.53,0.5333333333333333,0.6,45,36,1
2021-2022,Southampton,Watford,1,2,829,713,48.0,64.0,41.0,64.0,31.16,27.28,24.49,22.11,0.4666666666666667,0.2666666666666666,35,19,-1
2021-2022,Everton,Wolves,0,1,755,898,45.0,59.0,40.0,57.0,36.26,27.92,29.93,25.85,0.2,0.4,22,43,-1
2021-2022,Arsenal,Leicester City,2,0,1010,892,65.0,47.0,51.0,64.0,53.73,24.93,34.06,26.04,0.8666666666666667,0.4666666666666667,48,33,1
2021-2022,Crystal Palace,Manchester City,0,0,841,1144,50.0,102.0,40.0,24.0,28.66,25.61,48.95,21.74,0.5333333333333333,0.8,33,69,0
2021-2022,Brighton,Tottenham,0,2,799,942,50.0,47.0,70.0,42.0,23.89,34.44,43.3,24.45,0.0,0.6,33,45,-1
2021-2022,Arsenal,Liverpool,0,2,999,1124,65.0,47.0,100.0,32.0,53.77,24.91,52.63,24.52,1.0,1.0,51,66,-1
2021-2022,Everton,Newcastle Utd,1,0,776,838,45.0,59.0,41.0,63.0,36.23,27.89,36.72,25.78,0.2,0.6666666666666666,22,31,1
2021-2022,Wolves,Leeds United,2,3,876,791,40.0,57.0,51.0,72.0,30.17,25.76,39.81,25.79,0.4,0.2,46,26,-1
2021-2022,Aston Villa,Arsenal,0,1,838,1008,44.0,50.0,65.0,47.0,34.24,28.5,53.72,24.89,0.6,0.8,36,51,-1
2021-2022,Leicester City,Brentford,2,1,894,415,51.0,64.0,53.0,49.0,34.0,26.0,27.59,20.69,0.4666666666666667,0.4666666666666667,33,30,1
2021-2022,Tottenham,West Ham,3,1,958,924,70.0,42.0,58.0,50.0,43.35,24.43,33.74,25.43,0.6,0.5333333333333333,48,48,1
2021-2022,Liverpool,Watford,2,0,1127,710,100.0,32.0,41.0,64.0,52.67,24.5,24.75,22.03,1.0,0.2666666666666666,69,22,1
2021-2022,Leeds United,Southampton,1,1,793,827,51.0,48.0,72.0,64.0,39.93,25.75,31.13,27.25,0.4,0.4,29,35,0
2021-2022,Burnley,Manchester City,0,2,762,1147,41.0,59.0,102.0,24.0,26.96,25.26,48.9,21.83,0.2666666666666666,0.6666666666666666,21,70,-1
2021-2022,Wolves,Aston Villa,2,1,890,824,40.0,57.0,44.0,50.0,30.07,25.68,34.21,28.47,0.4,0.6,46,36,1
2021-2022,Chelsea,Brentford,1,4,1018,446,73.0,34.0,53.0,49.0,53.77,24.61,26.67,20.0,1.0,0.4,59,30,-1
2021-2022,Brighton,Norwich City,0,0,791,621,50.0,32.0,47.0,79.0,23.76,34.25,25.59,26.89,0.0,0.0,33,17,0
2021-2022,Manchester Utd,Leicester City,1,1,990,898,59.0,51.0,55.0,64.0,61.33,22.31,34.11,25.96,0.6666666666666666,0.6,50,36,0
2021-2022,West Ham,Everton,2,1,934,766,58.0,50.0,45.0,59.0,33.7,25.4,36.28,27.87,0.4666666666666667,0.2,48,25,1
2021-2022,Tottenham,Newcastle Utd,5,1,969,827,70.0,42.0,41.0,63.0,43.39,24.41,36.68,25.76,0.8,0.6,51,31,1
2021-2022,Crystal Palace,Arsenal,3,0,864,985,50.0,40.0,65.0,47.0,28.6,25.76,53.77,24.87,0.5333333333333333,0.8,34,54,1
2021-2022,Burnley,Everton,3,2,778,750,41.0,59.0,45.0,59.0,26.87,25.17,36.25,27.85,0.0666666666666666,0.2,21,25,1
2021-2022,Newcastle Utd,Wolves,1,0,846,871,41.0,63.0,40.0,57.0,36.65,25.73,30.3,25.59,0.4,0.6,31,49,1
2021-2022,Everton,Manchester Utd,1,0,776,964,45.0,59.0,59.0,55.0,36.22,27.82,61.28,22.38,0.2,0.5333333333333333,25,51,1
2021-2022,Arsenal,Brighton,1,2,961,815,65.0,47.0,50.0,47.0,53.72,24.85,23.63,34.62,0.6,0.0666666666666666,54,34,-1
2021-2022,Southampton,Chelsea,0,6,819,1026,48.0,64.0,73.0,34.0,31.09,27.33,53.72,24.58,0.2666666666666666,0.8,36,59,-1
2021-2022,Watford,Leeds United,0,3,698,805,41.0,64.0,51.0,72.0,24.66,21.96,39.85,25.88,0.2666666666666666,0.4666666666666667,22,30,-1
2021-2022,Aston Villa,Tottenham,0,4,814,979,44.0,50.0,71.0,41.0,34.17,28.45,43.44,24.39,0.4,0.8,36,54,-1
2021-2022,Norwich City,Burnley,2,0,644,755,32.0,79.0,41.0,59.0,25.52,27.08,27.12,25.08,0.0666666666666666,0.2,18,24,1
2021-2022,Brentford,West Ham,2,0,476,904,54.0,48.0,58.0,50.0,29.03,19.35,33.77,25.38,0.6,0.6,33,51,1
2021-2022,Leicester City,Crystal Palace,2,1,912,850,51.0,64.0,50.0,40.0,34.05,26.08,28.74,25.71,0.6666666666666666,0.7333333333333333,37,37,1
2021-2022,Manchester City,Liverpool,2,2,1146,1128,102.0,100.0,24.0,32.0,48.95,21.8,52.71,24.48,0.6666666666666666,1.0,73,72,0
2021-2022,Tottenham,Brighton,0,1,956,838,72.0,41.0,50.0,47.0,43.49,24.37,24.04,34.43,0.8,0.2666666666666666,57,37,-1
2021-2022,Manchester Utd,Norwich City,3,2,968,640,59.0,55.0,32.0,79.0,61.22,22.36,25.71,27.01,0.3333333333333333,0.2666666666666666,51,21,1
2021-2022,Southampton,Arsenal,1,0,841,939,48.0,64.0,65.0,47.0,31.06,27.3,53.67,24.83,0.0666666666666666,0.4,36,54,1
2021-2022,Watford,Brentford,1,2,673,501,41.0,64.0,54.0,48.0,24.58,21.89,31.25,18.75,0.2,0.8,22,36,-1
2021-2022,West Ham,Burnley,1,1,898,761,58.0,41.0,50.0,59.0,33.74,25.35,27.03,25.0,0.4,0.2,51,24,0
2021-2022,Newcastle Utd,Leicester City,2,1,865,893,41.0,63.0,51.0,64.0,36.71,25.71,34.16,26.04,0.4,0.6666666666666666,34,40,1
2021-2022,Liverpool,Manchester Utd,4,0,1137,959,100.0,32.0,59.0,55.0,52.66,24.54,61.26,22.34,0.8666666666666667,0.4666666666666667,73,54,1
2021-2022,Everton,Leicester City,1,1,781,888,45.0,51.0,59.0,64.0,36.28,27.8,34.11,25.99,0.4,0.4666666666666667,28,40,0
2021-2022,Chelsea,Arsenal,2,4,1006,959,75.0,33.0,65.0,47.0,53.76,24.56,53.62,24.8,0.8,0.2,62,54,-1
2021-2022,Newcastle Utd,Crystal Palace,1,0,880,835,41.0,63.0,50.0,40.0,36.77,25.68,28.69,25.66,0.4,0.5333333333333333,37,37,1
2021-2022,Manchester City,Brighton,3,0,1151,833,102.0,24.0,50.0,47.0,48.9,21.88,24.46,34.24,0.7333333333333333,0.4666666666666667,74,40,1
2021-2022,Burnley,Southampton,2,0,781,821,41.0,59.0,48.0,64.0,26.94,25.25,31.14,27.27,0.2666666666666666,0.2666666666666666,25,39,1
2021-2022,Arsenal,Manchester Utd,3,1,975,943,65.0,47.0,59.0,55.0,53.66,24.78,61.2,22.32,0.4,0.4666666666666667,57,54,1
2021-2022,Manchester City,Watford,5,1,1153,671,102.0,24.0,41.0,64.0,48.95,21.86,24.5,21.81,0.7333333333333333,0.2,77,22,1
2021-2022,Leicester City,Aston Villa,0,0,885,817,51.0,44.0,64.0,50.0,34.05,26.12,34.14,28.42,0.5333333333333333,0.2,41,36,0
2021-2022,Norwich City,Newcastle Utd,0,3,634,886,32.0,79.0,41.0,63.0,25.65,26.94,36.83,25.66,0.2666666666666666,0.6,21,40,-1
2021-2022,Brentford,Tottenham,0,0,515,942,54.0,72.0,48.0,41.0,33.33,18.18,43.46,24.35,0.8,0.8,39,57,0
2021-2022,Chelsea,West Ham,1,0,1017,887,75.0,33.0,58.0,50.0,53.71,24.54,33.7,25.43,0.6,0.4666666666666667,62,52,1
2021-2022,Burnley,Wolves,1,0,801,851,41.0,59.0,40.0,57.0,27.18,25.17,30.2,25.5,0.4666666666666667,0.6,28,49,1
2021-2022,Brighton,Southampton,2,2,832,822,50.0,48.0,47.0,64.0,24.32,34.05,31.1,27.24,0.4666666666666667,0.2666666666666666,40,39,0
2021-2022,Liverpool,Everton,2,0,1141,777,101.0,32.0,45.0,59.0,52.71,24.52,36.24,27.86,0.8666666666666667,0.4666666666666667,76,29,1
2021-2022,Crystal Palace,Leeds United,0,0,834,806,50.0,51.0,40.0,71.0,28.63,25.6,39.96,25.84,0.4666666666666667,0.6666666666666666,37,33,0
2021-2022,Manchester Utd,Chelsea,1,1,946,1014,59.0,75.0,55.0,33.0,61.15,22.3,53.75,24.52,0.2666666666666666,0.6,54,65,0
2021-2022,Newcastle Utd,Liverpool,0,1,880,1147,41.0,62.0,101.0,32.0,36.89,25.63,52.75,24.5,0.8,0.8666666666666667,43,79,-1
2021-2022,Watford,Burnley,1,2,661,811,41.0,64.0,41.0,59.0,24.41,21.74,27.42,25.08,0.2,0.6666666666666666,22,31,-1
2021-2022,Southampton,Crystal Palace,1,2,807,849,48.0,64.0,50.0,40.0,31.07,27.32,28.57,25.75,0.3333333333333333,0.3333333333333333,40,38,-1
2021-2022,Wolves,Brighton,0,3,834,849,40.0,57.0,50.0,47.0,30.1,25.42,24.19,34.41,0.4,0.5333333333333333,49,41,-1
2021-2022,Aston Villa,Norwich City,2,0,825,626,44.0,50.0,32.0,79.0,34.11,28.49,25.58,26.87,0.0666666666666666,0.2666666666666666,37,21,1
2021-2022,Leeds United,Manchester City,0,4,802,1157,51.0,71.0,103.0,24.0,39.89,25.97,49.01,21.84,0.7333333333333333,0.7333333333333333,34,80,-1
2021-2022,Tottenham,Leicester City,3,1,955,872,72.0,41.0,51.0,64.0,43.42,24.41,33.99,26.24,0.6666666666666666,0.4,58,42,1
2021-2022,Everton,Chelsea,1,0,802,989,45.0,59.0,75.0,33.0,36.21,27.84,53.71,24.59,0.2666666666666666,0.4666666666666667,29,66,1
2021-2022,West Ham,Arsenal,1,2,875,987,58.0,50.0,65.0,47.0,33.67,25.4,53.71,24.76,0.2666666666666666,0.4,52,60,-1
2021-2022,Manchester Utd,Brentford,3,0,948,513,59.0,55.0,54.0,48.0,61.1,22.37,32.35,20.59,0.2666666666666666,0.6666666666666666,55,40,1
2021-2022,Chelsea,Wolves,2,2,982,841,75.0,40.0,33.0,57.0,53.66,24.56,30.0,25.33,0.4666666666666667,0.2,66,49,0
2021-2022,Brentford,Southampton,3,0,540,780,54.0,48.0,48.0,64.0,31.43,20.0,31.03,27.29,0.6666666666666666,0.2666666666666666,40,40,1
2021-2022,Crystal Palace,Watford,1,0,857,653,50.0,40.0,41.0,64.0,28.71,25.7,24.33,21.67,0.4666666666666667,0.0,41,22,1
2021-2022,Burnley,Aston Villa,1,3,796,840,41.0,59.0,44.0,50.0,27.67,25.0,34.17,28.46,0.6666666666666666,0.2666666666666666,34,40,-1
2021-2022,Brighton,Manchester Utd,4,0,869,928,50.0,47.0,59.0,55.0,24.6,34.22,61.13,22.35,0.6666666666666666,0.4666666666666667,44,58,1
2021-2022,Liverpool,Tottenham,1,1,1139,963,101.0,72.0,32.0,41.0,52.79,24.48,43.47,24.39,0.8666666666666667,0.6666666666666666,82,61,0
2021-2022,Norwich City,West Ham,0,4,620,881,32.0,79.0,58.0,50.0,25.52,26.8,33.64,25.38,0.2666666666666666,0.2666666666666666,21,52,-1
2021-2022,Arsenal,Leeds United,2,1,995,794,65.0,47.0,51.0,71.0,53.75,24.74,39.81,25.93,0.6,0.5333333333333333,63,34,1
2021-2022,Leicester City,Everton,1,2,853,821,51.0,64.0,45.0,59.0,33.94,26.19,36.27,27.81,0.3333333333333333,0.4666666666666667,42,32,-1
2021-2022,Manchester City,Newcastle Utd,5,0,1162,875,104.0,24.0,41.0,62.0,49.06,21.82,36.86,25.61,0.8666666666666667,0.8,83,43,1
2021-2022,Aston Villa,Liverpool,1,2,835,1144,44.0,50.0,101.0,32.0,34.24,28.43,52.74,24.54,0.4666666666666667,0.7333333333333333,43,83,-1
2021-2022,Leicester City,Norwich City,3,0,860,613,51.0,64.0,32.0,79.0,33.88,26.15,25.45,26.74,0.1333333333333333,0.2,42,21,1
2021-2022,Watford,Everton,0,0,660,814,41.0,45.0,64.0,59.0,24.25,21.59,36.32,27.79,0.0,0.6666666666666666,22,35,0
2021-2022,Leeds United,Chelsea,0,3,786,990,51.0,71.0,75.0,33.0,39.74,25.88,53.61,24.63,0.3333333333333333,0.3333333333333333,34,67,-1
2021-2022,Wolves,Manchester City,1,5,837,1166,40.0,57.0,105.0,24.0,29.9,25.58,49.11,21.79,0.2666666666666666,0.8666666666666667,50,86,-1
2021-2022,Tottenham,Arsenal,3,0,980,978,72.0,41.0,65.0,47.0,43.43,24.46,53.79,24.72,0.5333333333333333,0.8,62,66,1
2021-2022,Tottenham,Burnley,1,0,988,788,72.0,41.0,41.0,59.0,43.48,24.43,27.57,24.92,0.5333333333333333,0.6666666666666666,65,34,1
2021-2022,Watford,Leicester City,1,5,652,868,41.0,64.0,51.0,63.0,24.17,21.85,33.99,26.11,0.0666666666666666,0.3333333333333333,23,45,-1
2021-2022,West Ham,Manchester City,2,2,892,1155,59.0,106.0,49.0,24.0,33.7,25.35,49.17,21.77,0.2666666666666666,1.0,55,89,0
2021-2022,Leeds United,Brighton,1,1,790,865,51.0,51.0,71.0,46.0,39.67,25.83,25.0,34.04,0.2666666666666666,0.6666666666666666,34,47,0
2021-2022,Wolves,Norwich City,1,1,828,622,40.0,32.0,57.0,79.0,29.8,25.5,25.38,26.67,0.0666666666666666,0.0,50,21,0
2021-2022,Aston Villa,Crystal Palace,1,1,836,856,44.0,50.0,50.0,40.0,34.2,28.41,28.86,25.65,0.4666666666666667,0.4666666666666667,43,44,0
