Season,Home Team,Away Team,Home Goals,Away Goals,Home Team ELO,Away Team ELO,Home XG,Away XG,Home XGA,Away XGA,Home Win Percentage,Home Draw Percentage,Away Win Percentage,Away Draw Percentage,Home Team Form,Away Team Form,Home Team Cumulative Points,Away Team Cumulative Points,Winner
2021-2022,Southampton,Newcastle Utd,1,2,1586,1576,48.0,64.0,41.0,63.0,31.2,27.31,36.69,25.83,0.6666666666666666,0.8666666666666667,35,28,-1
2021-2022,Norwich City,Chelsea,1,3,1378,1744,32.0,79.0,73.0,34.0,25.72,27.03,53.68,24.65,0.06666666666666667,0.6666666666666666,17,53,-1
2021-2022,Brighton,Liverpool,0,2,1534,1814,50.0,47.0,100.0,32.0,24.02,34.64,52.59,24.54,0.2,1.0,33,63,-1
2021-2022,Brentford,Burnley,2,0,1472,1510,53.0,49.0,41.0,59.0,25.0,21.43,27.05,25.34,0.26666666666666666,0.4666666666666667,27,21,1
2021-2022,Manchester Utd,Tottenham,3,2,1687,1654,59.0,55.0,70.0,42.0,61.3,22.33,43.33,24.47,0.5333333333333333,0.6,47,45,1
2021-2022,Leeds United,Norwich City,2,1,1496,1375,51.0,72.0,32.0,79.0,39.7,25.84,25.65,26.96,0.0,0.0,23,17,1
2021-2022,Chelsea,Newcastle Utd,1,0,1747,1592,73.0,34.0,41.0,63.0,53.72,24.63,36.75,25.81,0.8666666666666667,0.8666666666666667,56,31,1
2021-2022,West Ham,Aston Villa,2,1,1636,1580,58.0,50.0,44.0,50.0,33.67,25.46,34.27,28.53,0.5333333333333333,0.6,45,36,1
2021-2022,Southampton,Watford,1,2,1570,1414,48.0,64.0,41.0,64.0,31.16,27.28,24.49,22.11,0.4666666666666667,0.26666666666666666,35,19,-1
2021-2022,Everton,Wolves,0,1,1479,1605,45.0,59.0,40.0,57.0,36.26,27.92,29.93,25.85,0.2,0.4,22,43,-1
2021-2022,Arsenal,Leicester City,2,0,1712,1612,65.0,47.0,51.0,64.0,53.73,24.93,34.06,26.04,0.8666666666666667,0.4666666666666667,48,33,1
2021-2022,Crystal Palace,Manchester City,0,0,1549,1856,50.0,102.0,40.0,24.0,28.66,25.61,48.95,21.74,0.5333333333333333,0.8,33,69,0
2021-2022,Brighton,Tottenham,0,2,1529,1640,50.0,47.0,70.0,42.0,23.89,34.44,43.3,24.45,0.0,0.6,33,45,-1
2021-2022,Arsenal,Liverpool,0,2,1724,1819,65.0,47.0,100.0,32.0,53.77,24.91,52.63,24.52,1.0,1.0,51,66,-1
2021-2022,Everton,Newcastle Utd,1,0,1469,1583,45.0,59.0,41.0,63.0,36.23,27.89,36.72,25.78,0.2,0.6666666666666666,22,31,1
2021-2022,Wolves,Leeds United,2,3,1615,1507,40.0,57.0,51.0,72.0,30.17,25.76,39.81,25.79,0.4,0.2,46,26,-1
2021-2022,Aston Villa,Arsenal,0,1,1567,1712,44.0,50.0,65.0,47.0,34.24,28.5,53.72,24.89,0.6,0.8,36,51,-1
2021-2022,Leicester City,Brentford,2,1,1600,1490,51.0,64.0,53.0,49.0,34.0,26.0,27.59,20.69,0.4666666666666667,0.4666666666666667,33,30,1
2021-2022,Tottenham,West Ham,3,1,1651,1649,70.0,42.0,58.0,50.0,43.35,24.43,33.74,25.43,0.6,0.5333333333333333,48,48,1
2021-2022,Liverpool,Watford,2,0,1831,1437,100.0,32.0,41.0,64.0,52.67,24.5,24.75,22.03,1.0,0.26666666666666666,69,22,1
2021-2022,Leeds United,Southampton,1,1,1528,1547,51.0,48.0,72.0,64.0,39.93,25.75,31.13,27.25,0.4,0.4,29,35,0
2021-2022,Burnley,Manchester City,0,2,1492,1845,41.0,59.0,102.0,24.0,26.96,25.26,48.9,21.83,0.26666666666666666,0.6666666666666666,21,70,-1
2021-2022,Wolves,Aston Villa,2,1,1594,1557,40.0,57.0,44.0,50.0,30.07,25.68,34.21,28.47,0.4,0.6,46,36,1
2021-2022,Chelsea,Brentford,1,4,1756,1479,73.0,34.0,53.0,49.0,53.77,24.61,26.67,20.0,1.0,0.4,59,30,-1
2021-2022,Brighton,Norwich City,0,0,1518,1364,50.0,32.0,47.0,79.0,23.76,34.25,25.59,26.89,0.0,0.0,33,17,0
2021-2022,Manchester Utd,Leicester City,1,1,1701,1611,59.0,51.0,55.0,64.0,61.33,22.31,34.11,25.96,0.6666666666666666,0.6,50,36,0
2021-2022,West Ham,Everton,2,1,1633,1490,58.0,50.0,45.0,59.0,33.7,25.4,36.28,27.87,0.4666666666666667,0.2,48,25,1
2021-2022,Tottenham,Newcastle Utd,5,1,1667,1562,70.0,42.0,41.0,63.0,43.39,24.41,36.68,25.76,0.8,0.6,51,31,1
2021-2022,Crystal Palace,Arsenal,3,0,1560,1722,50.0,40.0,65.0,47.0,28.6,25.76,53.77,24.87,0.5333333333333333,0.8,34,54,1
2021-2022,Burnley,Everton,3,2,1488,1480,41.0,59.0,45.0,59.0,26.87,25.17,36.25,27.85,0.06666666666666667,0.2,21,25,1
2021-2022,Newcastle Utd,Wolves,1,0,1551,1608,41.0,63.0,40.0,57.0,36.65,25.73,30.3,25.59,0.4,0.6,31,49,1
2021-2022,Everton,Manchester Utd,1,0,1464,1697,45.0,59.0,59.0,55.0,36.22,27.82,61.28,22.38,0.2,0.5333333333333333,25,51,1
2021-2022,Arsenal,Brighton,1,2,1699,1511,65.0,47.0,50.0,47.0,53.72,24.85,23.63,34.62,0.6,0.06666666666666667,54,34,-1
2021-2022,Southampton,Chelsea,0,6,1546,1729,48.0,64.0,73.0,34.0,31.09,27.33,53.72,24.58,0.26666666666666666,0.8,36,59,-1
2021-2022,Watford,Leeds United,0,3,1434,1529,41.0,64.0,51.0,72.0,24.66,21.96,39.85,25.88,0.26666666666666666,0.4666666666666667,22,30,-1
2021-2022,Aston Villa,Tottenham,0,4,1543,1678,44.0,50.0,71.0,41.0,34.17,28.45,43.44,24.39,0.4,0.8,36,54,-1
2021-2022,Norwich City,Burnley,2,0,1371,1504,32.0,79.0,41.0,59.0,25.52,27.08,27.12,25.08,0.06666666666666667,0.2,18,24,1
2021-2022,Brentford,West Ham,2,0,1506,1643,54.0,48.0,58.0,50.0,29.03,19.35,33.77,25.38,0.6,0.6,33,51,1
2021-2022,Leicester City,Crystal Palace,2,1,1615,1583,51.0,64.0,50.0,40.0,34.05,26.08,28.74,25.71,0.6666666666666666,0.7333333333333333,37,37,1
2021-2022,Manchester City,Liverpool,2,2,1849,1834,102.0,100.0,24.0,32.0,48.95,21.8,52.71,24.48,0.6666666666666666,1.0,73,72,0
2021-2022,Tottenham,Brighton,0,1,1688,1535,72.0,41.0,50.0,47.0,43.49,24.37,24.04,34.43,0.8,0.26666666666666666,57,37,-1
2021-2022,Manchester Utd,Norwich City,3,2,1672,1393,59.0,55.0,32.0,79.0,61.22,22.36,25.71,27.01,0.3333333333333333,0.26666666666666666,51,21,1
2021-2022,Southampton,Arsenal,1,0,1538,1675,48.0,64.0,65.0,47.0,31.06,27.3,53.67,24.83,0.06666666666666667,0.4,36,54,1
2021-2022,Watford,Brentford,1,2,1422,1528,41.0,64.0,54.0,48.0,24.58,21.89,31.25,18.75,0.2,0.8,22,36,-1
2021-2022,West Ham,Burnley,1,1,1621,1482,58.0,41.0,50.0,59.0,33.74,25.35,27.03,25.0,0.4,0.2,51,24,0
2021-2022,Newcastle Utd,Leicester City,2,1,1570,1630,41.0,63.0,51.0,64.0,36.71,25.71,34.16,26.04,0.4,0.6666666666666666,34,40,1
2021-2022,Liverpool,Manchester Utd,4,0,1835,1677,100.0,32.0,59.0,55.0,52.66,24.54,61.26,22.34,0.8666666666666667,0.4666666666666667,73,54,1
2021-2022,Everton,Leicester City,1,1,1489,1611,45.0,51.0,59.0,64.0,36.28,27.8,34.11,25.99,0.4,0.4666666666666667,28,40,0
2021-2022,Chelsea,Arsenal,2,4,1737,1653,75.0,33.0,65.0,47.0,53.76,24.56,53.62,24.8,0.8,0.2,62,54,-1
2021-2022,Newcastle Utd,Crystal Palace,1,0,1589,1568,41.0,63.0,50.0,40.0,36.77,25.68,28.69,25.66,0.4,0.5333333333333333,37,37,1
2021-2022,Manchester City,Brighton,3,0,1848,1558,102.0,24.0,50.0,47.0,48.9,21.88,24.46,34.24,0.7333333333333333,0.4666666666666667,74,40,1
2021-2022,Burnley,Southampton,2,0,1488,1560,41.0,59.0,48.0,64.0,26.94,25.25,31.14,27.27,0.26666666666666666,0.26666666666666666,25,39,1
2021-2022,Arsenal,Manchester Utd,3,1,1673,1668,65.0,47.0,59.0,55.0,53.66,24.78,61.2,22.32,0.4,0.4666666666666667,57,54,1
2021-2022,Manchester City,Watford,5,1,1853,1411,102.0,24.0,41.0,64.0,48.95,21.86,24.5,21.81,0.7333333333333333,0.2,77,22,1
2021-2022,Leicester City,Aston Villa,0,0,1606,1533,51.0,44.0,64.0,50.0,34.05,26.12,34.14,28.42,0.5333333333333333,0.2,41,36,0
2021-2022,Norwich City,Newcastle Utd,0,3,1388,1604,32.0,79.0,41.0,63.0,25.65,26.94,36.83,25.66,0.26666666666666666,0.6,21,40,-1
2021-2022,Brentford,Tottenham,0,0,1539,1665,54.0,72.0,48.0,41.0,33.33,18.18,43.46,24.35,0.8,0.8,39,57,0
2021-2022,Chelsea,West Ham,1,0,1717,1615,75.0,33.0,58.0,50.0,53.71,24.54,33.7,25.43,0.6,0.4666666666666667,62,52,1
2021-2022,Burnley,Wolves,1,0,1507,1589,41.0,59.0,40.0,57.0,27.18,25.17,30.2,25.5,0.4666666666666667,0.6,28,49,1
2021-2022,Brighton,Southampton,2,2,1553,1541,50.0,48.0,47.0,64.0,24.32,34.05,31.1,27.24,0.4666666666666667,0.26666666666666666,40,39,0
2021-2022,Liverpool,Everton,2,0,1844,1494,101.0,32.0,45.0,59.0,52.71,24.52,36.24,27.86,0.8666666666666667,0.4666666666666667,76,29,1
2021-2022,Crystal Palace,Leeds United,0,0,1553,1541,50.0,51.0,40.0,71.0,28.63,25.6,39.96,25.84,0.4666666666666667,0.6666666666666666,37,33,0
2021-2022,Manchester Utd,Chelsea,1,1,1652,1728,59.0,75.0,55.0,33.0,61.15,22.3,53.75,24.52,0.26666666666666666,0.6,54,65,0
2021-2022,Newcastle Utd,Liverpool,0,1,1611,1848,41.0,62.0,101.0,32.0,36.89,25.63,52.75,24.5,0.8,0.8666666666666667,43,79,-1
2021-2022,Watford,Burnley,1,2,1409,1527,41.0,64.0,41.0,59.0,24.41,21.74,27.42,25.08,0.2,0.6666666666666666,22,31,-1
2021-2022,Southampton,Crystal Palace,1,2,1542,1552,48.0,64.0,50.0,40.0,31.07,27.32,28.57,25.75,0.3333333333333333,0.3333333333333333,40,38,-1
2021-2022,Wolves,Brighton,0,3,1569,1552,40.0,57.0,50.0,47.0,30.1,25.42,24.19,34.41,0.4,0.5333333333333333,49,41,-1
2021-2022,Aston Villa,Norwich City,2,0,1536,1381,44.0,50.0,32.0,79.0,34.11,28.49,25.58,26.87,0.06666666666666667,0.26666666666666666,37,21,1
2021-2022,Leeds United,Manchester City,0,4,1542,1855,51.0,71.0,103.0,24.0,39.89,25.97,49.01,21.84,0.7333333333333333,0.7333333333333333,34,80,-1
2021-2022,Tottenham,Leicester City,3,1,1659,1603,72.0,41.0,51.0,64.0,43.42,24.41,33.99,26.24,0.6666666666666666,0.4,58,42,1
2021-2022,Everton,Chelsea,1,0,1490,1725,45.0,59.0,75.0,33.0,36.21,27.84,53.71,24.59,0.26666666666666666,0.4666666666666667,29,66,1
2021-2022,West Ham,Arsenal,1,2,1604,1689,58.0,50.0,65.0,47.0,33.67,25.4,53.71,24.76,0.26666666666666666,0.4,52,60,-1
2021-2022,Manchester Utd,Brentford,3,0,1655,1545,59.0,55.0,54.0,48.0,61.1,22.37,32.35,20.59,0.26666666666666666,0.6666666666666666,55,40,1
2021-2022,Chelsea,Wolves,2,2,1700,1552,75.0,40.0,33.0,57.0,53.66,24.56,30.0,25.33,0.4666666666666667,0.2,66,49,0
2021-2022,Brentford,Southampton,3,0,1534,1526,54.0,48.0,48.0,64.0,31.43,20.0,31.03,27.29,0.6666666666666666,0.26666666666666666,40,40,1
2021-2022,Crystal Palace,Watford,1,0,1568,1398,50.0,40.0,41.0,64.0,28.71,25.7,24.33,21.67,0.4666666666666667,0.0,41,22,1
2021-2022,Burnley,Aston Villa,1,3,1538,1545,41.0,59.0,44.0,50.0,27.67,25.0,34.17,28.46,0.6666666666666666,0.26666666666666666,34,40,-1
2021-2022,Brighton,Manchester Utd,4,0,1569,1666,50.0,47.0,59.0,55.0,24.6,34.22,61.13,22.35,0.6666666666666666,0.4666666666666667,44,58,1
2021-2022,Liverpool,Tottenham,1,1,1855,1672,101.0,72.0,32.0,41.0,52.79,24.48,43.47,24.39,0.8666666666666667,0.6666666666666666,82,61,0
2021-2022,Norwich City,West Ham,0,4,1372,1592,32.0,79.0,58.0,50.0,25.52,26.8,33.64,25.38,0.26666666666666666,0.26666666666666666,21,52,-1
2021-2022,Arsenal,Leeds United,2,1,1701,1537,65.0,47.0,51.0,71.0,53.75,24.74,39.81,25.93,0.6,0.5333333333333333,63,34,1
2021-2022,Leicester City,Everton,1,2,1590,1515,51.0,64.0,45.0,59.0,33.94,26.19,36.27,27.81,0.3333333333333333,0.4666666666666667,42,32,-1
2021-2022,Manchester City,Newcastle Utd,5,0,1860,1604,104.0,24.0,41.0,62.0,49.06,21.82,36.86,25.61,0.8666666666666667,0.8,83,43,1
2021-2022,Aston Villa,Liverpool,1,2,1561,1847,44.0,50.0,101.0,32.0,34.24,28.43,52.74,24.54,0.4666666666666667,0.7333333333333333,43,83,-1
2021-2022,Leicester City,Norwich City,3,0,1571,1365,51.0,64.0,32.0,79.0,33.88,26.15,25.45,26.74,0.13333333333333333,0.2,42,21,1
2021-2022,Watford,Everton,0,0,1389,1534,41.0,45.0,64.0,59.0,24.25,21.59,36.32,27.79,0.0,0.6666666666666666,22,35,0
2021-2022,Leeds United,Chelsea,0,3,1528,1694,51.0,71.0,75.0,33.0,39.74,25.88,53.61,24.63,0.3333333333333333,0.3333333333333333,34,67,-1
2021-2022,Wolves,Manchester City,1,5,1558,1866,40.0,57.0,105.0,24.0,29.9,25.58,49.11,21.79,0.26666666666666666,0.8666666666666667,50,86,-1
2021-2022,Tottenham,Arsenal,3,0,1680,1710,72.0,41.0,65.0,47.0,43.43,24.46,53.79,24.72,0.5333333333333333,0.8,62,66,1
2021-2022,Tottenham,Burnley,1,0,1697,1522,72.0,41.0,41.0,59.0,43.48,24.43,27.57,24.92,0.5333333333333333,0.6666666666666666,65,34,1
2021-2022,Watford,Leicester City,1,5,1395,1578,41.0,64.0,51.0,63.0,24.17,21.85,33.99,26.11,0.06666666666666667,0.3333333333333333,23,45,-1
2021-2022,West Ham,Manchester City,2,2,1599,1871,59.0,106.0,49.0,24.0,33.7,25.35,49.17,21.77,0.26666666666666666,1.0,55,89,0
2021-2022,Leeds United,Brighton,1,1,1519,1589,51.0,51.0,71.0,46.0,39.67,25.83,25.0,34.04,0.26666666666666666,0.6666666666666666,34,47,0
2021-2022,Wolves,Norwich City,1,1,1553,1358,40.0,32.0,57.0,79.0,29.8,25.5,25.38,26.67,0.06666666666666667,0.0,50,21,0
2021-2022,Aston Villa,Crystal Palace,1,1,1556,1577,44.0,50.0,50.0,40.0,34.2,28.41,28.86,25.65,0.4666666666666667,0.4666666666666667,43,44,0
2021-2022,Everton,Brentford,2,3,1528,1550,45.0,59.0,54.0,48.0,36.29,27.85,33.33,19.44,0.5333333333333333,0.6666666666666666,36,43,-1
2021-2022,Newcastle Utd,Arsenal,2,0,1598,1693,41.0,62.0,65.0,47.0,36.82,25.58,53.74,24.7,0.6,0.8,43,66,1
2021-2022,Southampton,Liverpool,1,2,1510,1852,48.0,64.0,101.0,32.0,31.0,27.26,52.78,24.52,0.26666666666666666,0.8666666666666667,40,86,-1
2021-2022,Aston Villa,Burnley,1,1,1557,1513,44.0,41.0,50.0,59.0,34.17,28.47,27.48,24.83,0.5333333333333333,0.6,44,34,0
2021-2022,Chelsea,Leicester City,1,1,1703,1586,75.0,52.0,33.0,62.0,53.65,24.61,34.1,26.07,0.5333333333333333,0.4666666666666667,70,48,0
2021-2022,Everton,Crystal Palace,3,2,1513,1576,45.0,59.0,50.0,40.0,36.26,27.83,28.8,25.8,0.4666666666666667,0.5333333333333333,36,45,1
2021-2022,Brighton,West Ham,3,1,1586,1609,51.0,46.0,59.0,49.0,24.87,34.39,33.67,25.43,0.5333333333333333,0.3333333333333333,48,56,1
2021-2022,Brentford,Leeds United,1,2,1565,1522,54.0,48.0,51.0,71.0,35.14,18.92,39.59,25.97,0.6666666666666666,0.13333333333333333,46,35,-1
2021-2022,Leicester City,Southampton,4,1,1591,1506,52.0,62.0,48.0,64.0,34.04,26.19,30.96,27.23,0.4666666666666667,0.06666666666666667,49,40,1
2021-2022,Arsenal,Everton,5,1,1673,1532,65.0,47.0,45.0,59.0,53.69,24.67,36.32,27.8,0.6,0.6666666666666666,66,39,1
2021-2022,Crystal Palace,Manchester Utd,1,0,1557,1646,50.0,40.0,59.0,55.0,28.74,25.75,61.08,22.33,0.5333333333333333,0.26666666666666666,45,58,1
2021-2022,Norwich City,Tottenham,0,5,1366,1706,32.0,79.0,72.0,41.0,25.32,26.85,43.53,24.41,0.06666666666666667,0.7333333333333333,22,68,-1
2021-2022,Burnley,Newcastle Utd,1,2,1515,1618,41.0,59.0,41.0,62.0,27.39,25.08,36.88,25.56,0.4666666666666667,0.6,35,46,-1
2021-2022,Liverpool,Wolves,3,1,1856,1545,101.0,32.0,40.0,57.0,52.82,24.5,29.7,25.74,0.8666666666666667,0.13333333333333333,89,51,1
2021-2022,Manchester City,Aston Villa,3,2,1861,1555,106.0,24.0,44.0,50.0,49.12,21.85,34.14,28.54,0.8666666666666667,0.5333333333333333,90,45,1
2021-2022,Chelsea,Watford,2,1,1698,1387,75.0,33.0,41.0,64.0,53.61,24.67,24.09,21.78,0.4,0.06666666666666667,71,23,1
2022-2023,Crystal Palace,Arsenal,0,2,1577,1683,44.24,61.83,76.53,45.16,28.88,25.7,53.73,24.65,0.6666666666666666,0.6,0,0,-1
2022-2023,Fulham,Liverpool,2,2,1431,1861,39.24,81.87,71.49,55.77,28.42,27.02,52.86,24.48,0.06666666666666667,0.8666666666666667,0,0,0
2022-2023,Tottenham,Southampton,4,1,1710,1494,57.6,51.66,36.47,82.9,43.58,24.39,30.93,27.2,0.8666666666666667,0.06666666666666667,0,0,1
2022-2023,Newcastle Utd,Nott'ham Forest,2,0,1629,1428,71.67,41.86,35.05,68.46,36.94,25.53,30.3,29.8,0.6,0.0,0,0,1
2022-2023,Leeds United,Wolves,2,1,1540,1540,40.58,69.58,35.01,62.68,39.71,25.92,29.61,25.66,0.26666666666666666,0.13333333333333333,0,0,1
2022-2023,Bournemouth,Aston Villa,2,0,1465,1550,35.05,87.6,54.37,53.96,29.47,22.63,34.1,28.52,0.4666666666666667,0.3333333333333333,0,0,1
2022-2023,Everton,Chelsea,0,1,1522,1703,40.71,68.58,52.28,54.02,36.28,27.78,53.65,24.65,0.4666666666666667,0.5333333333333333,0,0,-1
2022-2023,Leicester City,Brentford,2,2,1603,1547,46.07,58.26,66.76,51.45,34.15,26.14,34.21,18.42,0.6666666666666666,0.4666666666666667,0,0,0
2022-2023,Manchester Utd,Brighton,1,2,1626,1603,76.8,51.26,70.86,50.15,61.02,22.31,25.26,34.21,0.26666666666666666,0.7333333333333333,0,0,-1
2022-2023,West Ham,Manchester City,0,2,1592,1866,51.62,55.31,85.04,34.21,33.63,25.4,49.17,21.83,0.26666666666666666,0.8666666666666667,0,0,-1
2022-2023,Aston Villa,Everton,2,1,1530,1514,54.0,54.0,41.0,69.0,34.07,28.49,36.25,27.75,0.13333333333333333,0.26666666666666666,0,0,1
2022-2023,Manchester City,Bournemouth,4,0,1871,1485,85.0,34.0,35.0,87.0,49.22,21.81,29.84,22.51,0.8666666666666667,0.6,3,3,1
2022-2023,Southampton,Leeds United,2,2,1487,1556,36.0,41.0,83.0,69.0,30.89,27.17,39.82,25.87,0.0,0.4666666666666667,0,3,0
2022-2023,Wolves,Fulham,0,0,1524,1445,35.0,39.24,63.0,71.49,29.51,25.57,28.37,27.15,0.13333333333333333,0.13333333333333333,0,1,0
2022-2023,Arsenal,Leicester City,4,2,1694,1600,77.0,45.0,46.07,66.76,53.77,24.63,34.09,26.26,0.6,0.7333333333333333,3,1,1
2022-2023,Brighton,Newcastle Utd,0,0,1620,1637,71.0,72.0,50.0,42.0,25.65,34.03,37.0,25.51,0.8666666666666667,0.6,3,3,0
2022-2023,Brentford,Manchester Utd,4,0,1550,1609,58.26,51.45,77.0,51.0,33.33,20.51,60.97,22.29,0.4666666666666667,0.26666666666666666,1,0,1
2022-2023,Nott'ham Forest,West Ham,1,0,1420,1587,35.0,68.0,52.0,55.0,30.15,29.65,33.6,25.38,0.0,0.26666666666666666,0,0,1
2022-2023,Chelsea,Tottenham,2,2,1711,1717,52.0,58.0,54.0,51.0,53.69,24.63,43.63,24.37,0.7333333333333333,0.8666666666666667,3,3,0
2022-2023,Liverpool,Crystal Palace,1,1,1847,1566,81.87,44.0,55.77,62.0,52.82,24.54,28.83,25.65,0.7333333333333333,0.4666666666666667,1,0,0
2022-2023,Tottenham,Wolves,1,0,1717,1520,58.0,51.0,35.0,63.0,43.59,24.44,29.41,25.82,0.8666666666666667,0.13333333333333333,4,1,1
2022-2023,Leicester City,Southampton,1,2,1588,1490,46.0,67.0,36.0,83.0,34.04,26.22,30.86,27.25,0.5333333333333333,0.06666666666666667,1,1,-1
2022-2023,Everton,Nott'ham Forest,1,1,1499,1443,41.0,35.0,69.0,68.0,36.22,27.73,30.5,29.5,0.2,0.2,0,3,0
2022-2023,Crystal Palace,Aston Villa,3,1,1577,1545,44.0,62.0,54.0,54.0,28.77,25.79,34.13,28.46,0.3333333333333333,0.3333333333333333,1,3,1
2022-2023,Fulham,Brentford,3,2,1449,1569,39.24,71.49,59.0,51.0,28.32,27.27,35.0,20.0,0.2,0.6666666666666666,2,4,1
2022-2023,Bournemouth,Arsenal,0,3,1482,1706,35.0,87.0,77.0,45.0,29.69,22.4,53.81,24.61,0.4,0.6,3,6,-1
2022-2023,Leeds United,Chelsea,3,0,1553,1711,41.0,69.0,52.0,54.0,39.74,26.01,53.64,24.7,0.5333333333333333,0.7333333333333333,4,4,1
2022-2023,West Ham,Brighton,0,2,1564,1621,52.0,55.0,71.0,50.0,33.57,25.35,25.52,34.38,0.26666666666666666,0.7333333333333333,0,4,-1
2022-2023,Newcastle Utd,Manchester City,3,3,1636,1874,72.0,86.0,42.0,34.0,36.97,25.58,49.27,21.78,0.6666666666666666,0.8666666666666667,4,6,0
2022-2023,Manchester Utd,Liverpool,2,1,1590,1836,77.0,51.0,81.87,55.77,60.92,22.27,52.77,24.61,0.2,0.7333333333333333,0,2,1
2022-2023,Southampton,Manchester Utd,0,1,1510,1616,36.0,83.0,77.0,51.0,30.93,27.22,60.95,22.25,0.26666666666666666,0.2,4,3,-1
2022-2023,Manchester City,Crystal Palace,4,2,1864,1592,86.0,34.0,44.0,62.0,49.22,21.87,28.91,25.74,0.7333333333333333,0.4666666666666667,7,4,1
2022-2023,Brighton,Leeds United,1,0,1634,1576,71.0,50.0,41.0,68.0,25.91,34.2,39.85,25.96,0.7333333333333333,0.7333333333333333,7,7,1
2022-2023,Chelsea,Leicester City,2,1,1688,1568,52.0,54.0,46.0,67.0,53.59,24.68,33.98,26.18,0.5333333333333333,0.3333333333333333,4,1,1
2022-2023,Brentford,Everton,1,1,1548,1496,59.0,41.0,51.0,69.0,34.15,19.51,36.19,27.79,0.4666666666666667,0.26666666666666666,4,1,0
2022-2023,Liverpool,Bournemouth,9,0,1810,1475,82.0,56.0,35.0,87.0,52.73,24.59,29.53,22.28,0.5333333333333333,0.4,2,3,1
2022-2023,Arsenal,Fulham,2,1,1713,1470,77.0,45.0,39.0,71.0,53.85,24.59,28.45,27.23,0.8,0.4,9,5,1
2022-2023,Wolves,Newcastle Utd,1,1,1512,1646,35.0,72.0,63.0,42.0,29.32,25.73,36.93,25.65,0.13333333333333333,0.7333333333333333,1,5,0
2022-2023,Aston Villa,West Ham,0,1,1530,1551,54.0,54.0,52.0,55.0,34.1,28.43,33.53,25.33,0.26666666666666666,0.06666666666666667,3,0,-1
2022-2023,Nott'ham Forest,Tottenham,0,2,1446,1725,35.0,68.0,58.0,51.0,30.35,29.85,43.64,24.42,0.26666666666666666,0.8666666666666667,4,7,-1
2022-2023,Fulham,Brighton,2,1,1464,1647,39.0,71.0,71.0,50.0,28.4,27.18,26.29,34.02,0.3333333333333333,0.8666666666666667,5,10,1
2022-2023,Crystal Palace,Brentford,1,1,1586,1546,44.0,59.0,62.0,51.0,28.85,25.69,33.33,21.43,0.4666666666666667,0.3333333333333333,4,5,0
2022-2023,Southampton,Chelsea,2,1,1499,1699,36.0,83.0,52.0,54.0,30.9,27.19,53.63,24.65,0.26666666666666666,0.6666666666666666,4,7,1
2022-2023,Leeds United,Everton,1,1,1563,1498,41.0,41.0,68.0,69.0,39.78,25.91,36.16,27.85,0.6666666666666666,0.13333333333333333,7,2,0
2022-2023,Bournemouth,Wolves,0,0,1471,1518,35.0,35.0,87.0,63.0,29.38,22.16,29.22,25.97,0.4,0.13333333333333333,3,2,0
2022-2023,Manchester City,Nott'ham Forest,6,0,1870,1441,86.0,34.0,35.0,68.0,49.28,21.84,30.2,29.7,0.8666666666666667,0.26666666666666666,10,4,1
2022-2023,Arsenal,Aston Villa,2,1,1719,1515,77.0,45.0,54.0,54.0,53.89,24.57,34.07,28.41,1.0,0.2,12,3,1
2022-2023,West Ham,Tottenham,1,1,1566,1730,52.0,58.0,55.0,51.0,33.6,25.3,43.69,24.39,0.2,0.8666666666666667,3,10,0
2022-2023,Liverpool,Newcastle Utd,2,1,1814,1640,86.0,53.0,72.0,42.0,52.77,24.57,36.9,25.72,0.5333333333333333,0.6,5,6,1
2022-2023,Leicester City,Manchester Utd,0,1,1557,1627,46.0,67.0,77.0,51.0,33.93,26.14,60.99,22.23,0.26666666666666666,0.4,1,6,-1
2022-2023,Everton,Liverpool,0,0,1501,1823,41.0,86.0,69.0,53.0,36.13,27.92,52.81,24.55,0.2,0.5333333333333333,3,8,0
2022-2023,Nott'ham Forest,Bournemouth,2,3,1439,1473,35.0,68.0,35.0,87.0,30.05,29.56,29.23,22.56,0.26666666666666666,0.26666666666666666,4,4,-1
2022-2023,Wolves,Southampton,1,0,1516,1523,35.0,63.0,36.0,83.0,29.13,26.21,30.98,27.16,0.2,0.4666666666666667,3,7,1
2022-2023,Newcastle Utd,Crystal Palace,0,0,1631,1584,72.0,44.0,42.0,62.0,36.86,25.7,28.8,25.84,0.4,0.3333333333333333,6,5,0
2022-2023,Brentford,Leeds United,5,2,1548,1560,59.0,51.0,41.0,68.0,32.56,23.26,39.71,26.05,0.4,0.5333333333333333,6,8,1
2022-2023,Tottenham,Fulham,2,1,1723,1488,58.0,51.0,39.0,71.0,43.65,24.46,28.52,27.13,0.7333333333333333,0.5333333333333333,11,8,1
2022-2023,Chelsea,West Ham,2,1,1675,1573,52.0,54.0,52.0,55.0,53.59,24.63,33.57,25.37,0.4666666666666667,0.26666666666666666,7,4,1
2022-2023,Aston Villa,Manchester City,1,1,1507,1872,54.0,88.0,54.0,33.0,34.04,28.38,49.33,21.82,0.2,0.8666666666666667,3,13,0
2022-2023,Brighton,Leicester City,5,2,1623,1544,71.0,50.0,46.0,67.0,26.15,33.85,33.87,26.09,0.6666666666666666,0.06666666666666667,10,1,1
2022-2023,Manchester Utd,Arsenal,3,1,1640,1727,77.0,51.0,77.0,45.0,61.02,22.21,53.93,24.55,0.6,1.0,9,15,1
