Home Team,Away Team,Home Team ELO,Away Team ELO,Home Team Win Percentage,Home Team Draw Percentage,Away Team Win Percentage,Away Team Draw Percentage,Winner
Manchester City,Middlesbrough,1245,1307,29.39,29.11,31.16,29.23,-1
West Ham,Charlton Ath,1296,1287,34.61,26.25,32.43,27.03,0
Blackburn,Wigan Athletic,1358,1172,40.56,26.68,45.16,12.9,0
Birmingham City,Bolton,1228,1336,28.97,28.97,30.62,29.07,1
Portsmouth,Blackburn,1219,1352,27.1,22.43,40.48,26.84,0
Charlton Ath,Everton,1289,1320,32.31,27.31,32.71,26.58,0
Tottenham,Manchester City,1364,1234,35.69,26.39,29.31,29.02,1
Wigan Athletic,Birmingham City,1175,1225,43.75,15.62,29.45,28.77,0
Liverpool,Bolton,1461,1325,48.24,25.23,30.5,28.96,1
Aston Villa,West Brom,1259,1171,37.36,29.18,17.59,27.78,0
Middlesbrough,Newcastle Utd,1291,1321,31.33,29.16,42.94,26.41,-1
Chelsea,West Ham,1584,1291,47.77,27.32,34.52,26.43,1
Manchester Utd,Arsenal,1538,1436,62.45,23.05,53.07,26.82,1
Portsmouth,Arsenal,1228,1427,26.85,23.15,52.97,26.77,0
Manchester Utd,Sunderland,1523,1018,62.52,23.01,25.68,24.32,0
West Ham,Manchester City,1304,1221,34.44,26.37,29.23,28.94,1
Fulham,Charlton Ath,1272,1271,31.89,25.41,32.18,27.59,1
Everton,Tottenham,1306,1378,32.65,26.72,35.81,26.35,-1
Arsenal,West Brom,1433,1165,52.88,26.9,17.43,28.44,1
Portsmouth,Middlesbrough,1247,1272,26.61,23.85,31.25,29.09,1
Newcastle Utd,Wigan Athletic,1331,1165,43.06,26.36,42.42,18.18,1
Bolton,Chelsea,1319,1590,30.38,28.85,47.87,27.27,-1
Aston Villa,Birmingham City,1273,1211,37.29,29.31,29.25,29.25,1
Blackburn,Liverpool,1341,1472,40.39,27.0,48.33,25.19,-1
Tottenham,Manchester Utd,1368,1533,35.93,26.3,62.41,23.15,-1
Chelsea,Everton,1595,1301,47.96,27.22,32.59,26.67,1
Sunderland,Newcastle Utd,1013,1336,25.56,24.66,43.17,26.31,-1
West Brom,Bolton,1172,1312,17.27,28.18,30.27,28.74,0
Middlesbrough,West Ham,1289,1287,31.18,29.02,34.6,26.3,1
Charlton Ath,Portsmouth,1286,1232,32.06,27.48,27.27,23.64,1
Wigan Athletic,Aston Villa,1186,1252,41.18,17.65,37.41,29.26,1
Birmingham City,Blackburn,1233,1319,29.05,29.05,40.3,26.94,1
Newcastle Utd,West Brom,1345,1163,43.29,26.25,17.12,28.83,1
Everton,Birmingham City,1298,1236,32.53,26.62,29.53,28.86,0
Arsenal,Tottenham,1430,1371,52.96,26.85,35.86,26.25,0
Portsmouth,Sunderland,1239,1006,27.03,23.42,25.45,24.55,1
Bolton,Charlton Ath,1327,1271,30.15,29.01,32.32,27.38,1
Fulham,Wigan Athletic,1284,1174,32.26,25.27,42.86,17.14,1
Aston Villa,Manchester City,1235,1238,37.34,29.21,29.14,28.86,-1
West Ham,Liverpool,1279,1480,34.52,26.24,48.43,25.14,-1
Birmingham City,Newcastle Utd,1241,1340,29.33,29.33,43.4,26.2,0
Middlesbrough,Everton,1273,1314,31.34,28.95,32.47,26.75,-1
Manchester City,Fulham,1224,1298,29.34,28.77,32.62,25.13,-1
Chelsea,Manchester Utd,1608,1520,48.06,27.17,62.48,23.11,1
Charlton Ath,Blackburn,1257,1333,32.2,27.27,40.22,26.88,-1
Liverpool,Aston Villa,1486,1229,48.52,25.09,37.27,29.15,1
Wigan Athletic,Portsmouth,1161,1252,41.67,16.67,27.68,23.21,-1
Tottenham,Bolton,1385,1313,35.79,26.38,30.42,28.9,1
Manchester Utd,Middlesbrough,1510,1283,62.36,23.06,31.26,28.88,0
West Brom,West Ham,1152,1290,16.96,28.57,34.43,26.18,-1
Sunderland,Arsenal,1003,1433,25.33,24.44,52.87,26.99,-1
Blackburn,Chelsea,1360,1581,40.34,26.82,48.15,27.12,1
Bolton,Middlesbrough,1312,1284,30.3,28.79,31.19,29.05,0
Sunderland,Fulham,1030,1271,25.22,24.34,32.98,25.0,1
Manchester City,Arsenal,1217,1440,29.26,28.69,52.95,26.94,-1
Blackburn,Manchester City,1370,1207,40.47,26.77,29.18,28.61,1
West Ham,Tottenham,1310,1365,34.59,26.12,35.91,26.34,1
Manchester Utd,Charlton Ath,1516,1251,62.25,23.2,32.08,27.17,1
Fulham,Middlesbrough,1288,1267,32.8,24.87,31.12,29.22,1
Arsenal,Wigan Athletic,1445,1156,53.04,26.89,40.54,16.22,1
Aston Villa,Sunderland,1237,1022,37.2,29.1,25.55,24.23,1
Portsmouth,Liverpool,1245,1493,28.32,23.01,48.62,25.05,-1
Bolton,Birmingham City,1325,1228,30.19,29.06,29.14,29.8,1
Everton,West Brom,1307,1159,32.6,26.7,16.81,28.32,0
Newcastle Utd,Chelsea,1366,1555,43.31,26.35,48.07,27.07,1
Newcastle Utd,Wigan Athletic,1373,1149,43.43,26.29,39.47,15.79,1
West Ham,Charlton Ath,1323,1238,34.74,26.06,31.95,27.07,1
Bolton,Tottenham,1343,1347,30.45,28.95,35.85,26.29,1
Sheffield Utd,Liverpool,884,1478,26.19,33.33,48.71,25.0,0
Reading,Middlesbrough,830,1237,0,0,31.04,29.15,1
Portsmouth,Blackburn,1267,1348,28.07,22.81,40.6,26.71,1
Arsenal,Aston Villa,1436,1246,53.12,26.84,37.32,29.04,0
Everton,Watford,1310,911,32.54,26.84,15.79,15.79,1
Chelsea,Manchester City,1559,1203,47.98,27.02,29.1,28.53,1
Manchester Utd,Fulham,1523,1281,62.32,23.16,33.16,24.74,1
Watford,West Ham,924,1310,15.38,15.38,34.89,26.0,0
Tottenham,Sheffield Utd,1349,882,35.78,26.24,25.88,34.12,1
Fulham,Bolton,1284,1340,32.98,24.61,30.71,28.84,0
Middlesbrough,Chelsea,1265,1531,30.97,29.08,48.07,26.97,1
Charlton Ath,Manchester Utd,1233,1528,31.84,26.97,62.39,23.12,-1
Blackburn,Everton,1346,1312,40.51,26.65,32.66,26.79,0
Manchester City,Portsmouth,1206,1264,29.01,28.45,28.7,22.61,0
Aston Villa,Reading,1249,827,37.25,29.17,100.0,0.0,1
Tottenham,Everton,1331,1330,35.9,26.19,32.6,26.92,-1
Wigan Athletic,Reading,1153,823,38.46,15.38,50.0,0.0,1
Watford,Manchester Utd,923,1529,15.0,17.5,62.45,23.08,-1
Charlton Ath,Bolton,1254,1319,31.72,26.87,30.6,29.1,1
Fulham,Sheffield Utd,1287,879,32.81,25.0,25.58,33.72,1
Manchester City,Arsenal,1231,1411,28.93,28.65,53.03,26.97,1
Liverpool,West Ham,1487,1301,48.62,25.14,34.81,26.17,1
Blackburn,Chelsea,1338,1539,40.43,26.81,47.99,26.92,-1
Aston Villa,Newcastle Utd,1270,1352,37.36,29.12,43.54,26.24,1
Middlesbrough,Portsmouth,1249,1280,31.13,29.01,28.45,23.28,-1
Portsmouth,Wigan Athletic,1290,1143,29.06,23.08,40.0,15.0,1
Everton,Liverpool,1353,1464,32.72,26.87,48.72,25.09,1
Newcastle Utd,Fulham,1333,1306,43.45,26.19,33.16,24.87,-1
Manchester Utd,Tottenham,1537,1323,62.52,23.03,35.83,26.14,1
Chelsea,Charlton Ath,1544,1249,48.08,26.87,31.97,26.77,1
Sheffield Utd,Blackburn,893,1324,25.29,33.33,40.34,26.75,0
Bolton,Watford,1322,920,30.48,29.0,14.63,17.07,1
Arsenal,Middlesbrough,1404,1256,52.93,26.92,31.06,28.94,0
West Ham,Aston Villa,1300,1271,34.73,26.11,37.48,29.07,0
Reading,Manchester City,852,1202,33.33,0.0,29.13,28.57,1
Sheffield Utd,Reading,875,870,25.0,34.09,50.0,0.0,-1
Charlton Ath,Portsmouth,1235,1304,31.85,26.67,29.66,22.88,-1
Bolton,Middlesbrough,1319,1259,30.74,28.89,30.99,29.11,0
Watford,Aston Villa,932,1259,14.29,16.67,37.41,29.2,0
Everton,Wigan Athletic,1344,1152,32.85,26.82,39.02,14.63,0
Manchester Utd,Arsenal,1515,1426,62.59,22.99,52.83,27.06,-1
Tottenham,Fulham,1322,1307,35.77,26.09,33.51,24.74,0
West Ham,Newcastle Utd,1286,1347,34.65,26.28,43.37,26.14,-1
Chelsea,Liverpool,1556,1452,48.18,26.82,48.63,25.05,1
Blackburn,Manchester City,1335,1191,40.25,26.91,29.05,28.49,1
Liverpool,Newcastle Utd,1463,1336,48.54,25.0,43.48,26.09,1
Manchester City,West Ham,1211,1266,28.97,28.41,34.57,26.22,1
Fulham,Chelsea,1301,1562,33.33,25.13,48.27,26.78,-1
Liverpool,Tottenham,1473,1312,48.63,24.95,35.7,26.23,1
Wigan Athletic,Watford,1143,941,38.1,16.67,13.95,18.6,0
Arsenal,Sheffield Utd,1427,874,52.92,27.01,24.72,33.71,1
Aston Villa,Charlton Ath,1274,1220,37.34,29.33,31.73,26.57,1
Reading,Manchester Utd,885,1500,60.0,0.0,62.48,22.95,0
Middlesbrough,Blackburn,1246,1348,30.91,29.27,40.38,26.85,-1
Newcastle Utd,Everton,1336,1344,43.39,26.04,32.79,26.96,0
Portsmouth,Bolton,1289,1334,30.25,22.69,30.63,29.15,-1
Sheffield Utd,Middlesbrough,903,1217,24.44,33.33,30.84,29.21,1
Bolton,Liverpool,1356,1451,30.88,29.04,48.73,24.91,1
Charlton Ath,Arsenal,1213,1434,31.62,26.47,53.01,26.96,-1
Chelsea,Aston Villa,1551,1285,48.36,26.73,37.45,29.27,0
Everton,Manchester City,1338,1217,32.73,27.09,29.17,28.33,0
Blackburn,Wigan Athletic,1356,1135,40.51,26.79,37.21,18.6,1
Manchester Utd,Newcastle Utd,1509,1327,62.36,23.09,43.31,26.18,1
Tottenham,Portsmouth,1327,1274,35.64,26.18,30.0,22.5,1
West Ham,Reading,1237,914,34.49,26.16,50.0,16.67,-1
Watford,Fulham,953,1289,13.64,20.45,33.16,25.0,0
Portsmouth,West Ham,1288,1223,29.75,22.31,34.41,26.1,1
Liverpool,Blackburn,1447,1360,48.64,24.86,40.63,26.74,0
Arsenal,Watford,1436,951,53.09,26.91,13.33,22.22,1
Manchester City,Sheffield Utd,1206,914,29.09,28.53,25.27,32.97,0
Wigan Athletic,Manchester Utd,1132,1512,36.36,18.18,62.43,23.05,-1
Reading,Chelsea,913,1552,57.14,14.29,48.28,26.86,-1
Aston Villa,Tottenham,1287,1325,37.39,29.4,35.75,26.13,0
Middlesbrough,Everton,1238,1317,30.77,29.14,32.67,27.22,1
Newcastle Utd,Bolton,1312,1371,43.22,26.13,31.14,28.94,-1
Fulham,Charlton Ath,1302,1200,32.99,25.38,31.5,26.37,1
Everton,Sheffield Utd,1320,911,32.61,27.17,25.0,33.7,1
Aston Villa,Fulham,1288,1301,37.32,29.53,33.33,25.25,0
Chelsea,Portsmouth,1558,1282,48.37,26.81,30.33,22.13,1
Charlton Ath,Watford,1190,961,31.39,26.28,13.04,21.74,0
Wigan Athletic,Manchester City,1151,1187,35.56,17.78,29.01,28.73,1
Reading,Arsenal,911,1438,50.0,12.5,53.18,26.86,-1
Manchester Utd,Liverpool,1525,1434,62.5,23.01,48.55,25.0,1
Middlesbrough,Newcastle Utd,1257,1293,30.93,29.07,43.14,26.08,1
Tottenham,West Ham,1336,1212,35.69,26.27,34.33,26.04,1
Blackburn,Bolton,1345,1386,40.55,26.89,31.39,28.83,-1
Bolton,Manchester Utd,1376,1535,31.64,28.73,62.57,22.97,-1
Arsenal,Everton,1433,1325,53.26,26.81,32.73,27.12,0
Newcastle Utd,Charlton Ath,1288,1195,43.05,26.03,31.27,26.55,0
Sheffield Utd,Chelsea,910,1559,24.73,33.33,48.46,26.76,-1
Watford,Tottenham,974,1323,12.77,23.4,35.8,26.22,0
Fulham,Wigan Athletic,1278,1174,33.17,25.63,36.96,17.39,-1
Portsmouth,Reading,1285,908,30.08,21.95,44.44,11.11,1
Liverpool,Aston Villa,1444,1278,48.46,24.95,37.25,29.66,1
West Ham,Blackburn,1234,1323,34.25,25.98,40.46,26.83,1
Manchester City,Middlesbrough,1206,1238,28.93,28.65,31.09,29.0,1
Bolton,Wigan Athletic,1352,1198,31.52,28.62,38.3,17.02,-1
Liverpool,Reading,1445,907,48.56,24.91,40.0,10.0,1
Watford,Middlesbrough,1000,1212,12.5,25.0,31.02,28.94,1
Newcastle Utd,Sheffield Utd,1259,939,42.97,26.17,24.47,32.98,-1
Charlton Ath,Manchester City,1212,1189,31.16,26.81,29.12,28.57,1
Fulham,Everton,1296,1307,33.0,25.5,32.67,27.26,1
Manchester Utd,Portsmouth,1541,1279,62.64,22.92,30.65,21.77,1
Tottenham,Chelsea,1348,1534,35.74,26.35,48.56,26.71,1
Aston Villa,Blackburn,1296,1305,37.18,29.6,40.38,26.78,1
West Ham,Arsenal,1258,1409,34.4,25.92,53.16,26.94,1
Chelsea,Watford,1535,999,48.47,26.67,14.29,24.49,1
Blackburn,Manchester Utd,1298,1548,40.29,26.72,62.7,22.88,-1
Everton,Aston Villa,1290,1313,32.61,27.21,37.3,29.55,-1
Portsmouth,Fulham,1280,1295,30.4,21.6,33.33,25.37,0
Wigan Athletic,Charlton Ath,1215,1195,39.58,16.67,31.41,26.71,1
Sheffield Utd,Bolton,952,1339,25.26,32.63,31.41,28.52,0
Manchester City,Newcastle Utd,1192,1256,29.04,28.49,42.88,26.12,0
Middlesbrough,West Ham,1230,1240,30.95,28.87,34.55,25.86,1
Arsenal,Liverpool,1427,1427,53.07,26.9,48.65,24.86,1
Reading,Tottenham,937,1318,36.36,9.09,35.86,26.31,1
Everton,Bolton,1308,1321,32.55,27.16,31.29,28.78,1
Chelsea,West Ham,1540,1235,48.56,26.62,34.47,25.8,1
Sheffield Utd,Manchester Utd,951,1549,25.0,33.33,62.77,22.84,-1
Manchester City,Fulham,1213,1274,28.96,28.69,33.17,25.74,1
Reading,Charlton Ath,963,1169,41.67,8.33,31.29,26.62,1
Arsenal,Newcastle Utd,1420,1263,53.15,26.85,42.8,26.26,0
Middlesbrough,Liverpool,1238,1419,31.11,28.8,48.56,24.82,0
Portsmouth,Watford,1285,994,30.16,22.22,14.0,24.0,1
Blackburn,Tottenham,1299,1317,40.21,26.67,35.79,26.26,0
Wigan Athletic,Aston Villa,1219,1309,40.82,16.33,37.41,29.5,0
Bolton,Arsenal,1341,1400,31.18,28.67,53.06,26.98,1
Fulham,Reading,1247,990,33.0,25.62,46.15,7.69,-1
Charlton Ath,Everton,1175,1302,31.18,26.52,32.68,27.11,0
West Ham,Sheffield Utd,1240,946,34.4,25.74,24.74,32.99,1
Aston Villa,Middlesbrough,1306,1241,37.34,29.62,31.03,28.97,0
Liverpool,Manchester City,1426,1206,48.47,24.96,29.16,28.61,1
Newcastle Utd,Portsmouth,1280,1268,42.72,26.41,30.71,22.05,1
Manchester Utd,Chelsea,1549,1540,62.84,22.8,48.65,26.57,0
Tottenham,Wigan Athletic,1329,1207,35.73,26.39,40.0,18.0,1
Watford,Sheffield Utd,976,964,13.73,23.53,24.49,32.65,-1
Manchester Utd,Everton,1555,1296,62.72,22.94,32.62,27.24,1
Bolton,Chelsea,1333,1548,31.43,28.57,48.57,26.7,-1
Liverpool,Portsmouth,1419,1275,48.57,24.91,30.47,21.88,0
Aston Villa,Manchester City,1286,1226,37.28,29.75,29.08,28.53,-1
Fulham,Arsenal,1270,1377,32.84,25.49,52.96,26.93,1
Middlesbrough,Manchester Utd,1236,1560,30.96,29.13,62.79,22.9,-1
Arsenal,Tottenham,1391,1315,52.87,26.88,35.84,26.34,1
Sheffield Utd,Charlton Ath,989,1150,25.25,32.32,31.07,26.79,1
Portsmouth,Aston Villa,1276,1285,30.23,22.48,37.21,29.7,0
Blackburn,Fulham,1314,1255,40.12,26.82,33.17,25.37,1
Wigan Athletic,Liverpool,1200,1426,39.22,17.65,48.48,25.04,-1
Reading,Bolton,1018,1305,50.0,7.14,31.32,28.47,1
Everton,West Ham,1309,1227,32.56,27.19,34.55,25.68,1
Manchester City,Watford,1216,986,29.27,28.46,13.46,23.08,0
Tottenham,Middlesbrough,1327,1224,35.78,26.3,30.89,29.06,1
Charlton Ath,Blackburn,1173,1291,30.96,26.69,40.25,26.76,1
West Ham,Wigan Athletic,1210,1217,34.47,25.62,38.46,17.31,-1
Newcastle Utd,Reading,1286,1012,42.83,26.36,53.33,6.67,1
Portsmouth,Everton,1294,1291,30.0,23.08,32.68,27.14,1
Blackburn,Newcastle Utd,1275,1302,40.17,26.71,42.94,26.31,-1
Middlesbrough,Wigan Athletic,1224,1217,30.82,29.0,39.62,16.98,0
Liverpool,Fulham,1435,1246,48.57,25.0,33.01,25.24,1
Manchester Utd,Manchester City,1564,1212,62.86,22.86,29.19,28.65,1
Tottenham,Charlton Ath,1336,1164,35.89,26.25,31.21,26.6,1
Watford,Reading,987,1011,13.21,24.53,50.0,6.25,0
Bolton,West Ham,1317,1198,31.21,28.37,34.39,25.57,1
Chelsea,Arsenal,1541,1398,48.66,26.65,52.95,26.83,0
Sheffield Utd,Aston Villa,1000,1274,26.0,32.0,37.14,29.82,0
Chelsea,Newcastle Utd,1547,1296,48.57,26.79,43.05,26.25,1
Wigan Athletic,Arsenal,1209,1406,38.89,18.52,52.86,26.96,-1
Arsenal,Portsmouth,1401,1299,52.94,26.92,30.53,22.9,0
Aston Villa,Bolton,1260,1331,37.08,29.95,31.45,28.27,-1
Charlton Ath,Liverpool,1158,1441,31.1,26.5,48.66,24.96,-1
Wigan Athletic,Sheffield Utd,1184,1025,38.18,18.18,25.74,32.67,-1
Reading,Blackburn,1005,1281,47.06,11.76,40.08,26.65,-1
Newcastle Utd,Watford,1301,982,42.97,26.2,12.96,25.93,1
West Ham,Manchester Utd,1227,1535,34.31,25.51,62.92,22.82,1
Manchester City,Tottenham,1201,1347,29.11,28.57,36.01,26.2,-1
Everton,Chelsea,1285,1553,32.62,27.09,48.66,26.74,-1
Fulham,Middlesbrough,1261,1209,32.85,25.12,30.75,29.16,1
Liverpool,Watford,1443,980,48.75,24.91,12.73,25.45,1
Portsmouth,Sheffield Utd,1304,1020,30.3,23.48,26.47,32.35,1
Manchester City,Bolton,1191,1341,29.03,28.49,31.69,28.17,-1
Aston Villa,Manchester Utd,1255,1540,37.01,29.89,62.81,22.78,-1
Middlesbrough,Charlton Ath,1223,1144,30.68,29.09,30.99,26.41,1
Arsenal,Blackburn,1412,1270,52.85,27.05,40.21,26.6,1
Wigan Athletic,Chelsea,1181,1556,37.5,17.86,48.75,26.69,-1
Newcastle Utd,Tottenham,1319,1329,43.08,26.15,36.12,26.16,1
Reading,Everton,1000,1290,44.44,11.11,32.56,27.05,-1
Fulham,West Ham,1259,1229,33.17,25.0,34.46,25.45,0
Sheffield Utd,Manchester City,1011,1200,26.21,32.04,28.95,28.42,-1
Blackburn,Liverpool,1293,1420,40.12,26.54,48.85,24.87,1
Watford,Arsenal,978,1414,12.5,25.0,52.93,27.0,-1
West Ham,Portsmouth,1216,1317,34.38,25.62,30.83,23.31,-1
Chelsea,Reading,1541,1015,48.85,26.64,42.11,10.53,0
Tottenham,Aston Villa,1342,1242,36.06,26.11,36.94,29.84,1
Bolton,Newcastle Utd,1356,1304,31.93,28.07,43.19,26.1,1
Manchester Utd,Wigan Athletic,1544,1177,62.88,22.74,36.84,17.54,1
Everton,Middlesbrough,1287,1226,32.68,27.0,30.84,29.02,0
Charlton Ath,Fulham,1149,1254,30.88,26.32,33.01,25.36,0
Tottenham,Liverpool,1330,1432,36.17,26.06,48.76,24.82,-1
Bolton,Portsmouth,1370,1303,32.17,27.97,31.34,23.13,1
Everton,Newcastle Utd,1304,1287,32.62,27.13,43.1,26.05,1
Blackburn,Middlesbrough,1306,1213,40.25,26.49,30.77,29.19,1
Chelsea,Fulham,1530,1265,48.76,26.77,32.86,25.71,0
Charlton Ath,Aston Villa,1169,1222,30.77,26.57,36.88,29.79,1
Manchester Utd,Reading,1545,1014,62.94,22.7,40.0,15.0,1
Sheffield Utd,Arsenal,1040,1385,25.96,31.73,53.01,26.95,1
West Ham,Manchester City,1199,1217,34.3,25.56,29.14,28.34,-1
Portsmouth,Tottenham,1304,1329,31.11,22.96,36.11,26.02,0
Manchester City,Everton,1237,1284,29.33,28.27,32.74,27.08,1
Middlesbrough,Sheffield Utd,1222,1031,30.7,29.12,26.67,31.43,1
Fulham,Watford,1254,989,32.7,26.07,12.28,24.56,0
Wigan Athletic,Blackburn,1167,1316,36.21,17.24,40.37,26.43,-1
Newcastle Utd,Manchester Utd,1297,1535,43.02,26.0,63.01,22.65,0
Liverpool,Bolton,1445,1357,48.85,24.78,32.4,27.87,1
Reading,West Ham,1038,1175,38.1,14.29,34.23,25.5,1
Aston Villa,Chelsea,1233,1519,36.81,29.73,48.67,26.9,0
Arsenal,Charlton Ath,1392,1162,52.92,26.9,31.01,26.48,1
Bolton,Manchester City,1352,1242,32.29,27.78,29.52,28.19,0
Blackburn,Arsenal,1303,1405,40.49,26.38,53.0,26.86,-1
Watford,Liverpool,987,1447,12.07,25.86,48.94,24.73,-1
West Ham,Fulham,1179,1250,34.15,25.45,32.55,26.42,0
Manchester Utd,Aston Villa,1540,1228,62.9,22.79,36.75,29.86,1
Chelsea,Wigan Athletic,1523,1163,48.59,27.03,35.59,16.95,1
Sheffield Utd,Portsmouth,1041,1294,26.42,31.13,30.88,23.53,0
Charlton Ath,Middlesbrough,1149,1235,30.9,26.39,30.86,29.05,-1
Everton,Reading,1274,1048,32.69,27.03,40.91,13.64,0
Tottenham,Newcastle Utd,1312,1314,36.04,26.15,42.94,26.15,-1
Portsmouth,Charlton Ath,1272,1171,30.66,24.09,30.8,26.3,-1
Fulham,Tottenham,1253,1309,32.39,26.76,35.98,26.1,0
Aston Villa,Watford,1234,981,36.68,29.81,11.86,25.42,1
Middlesbrough,Bolton,1256,1331,31.01,28.99,32.18,28.03,1
Reading,Sheffield Utd,1064,1025,39.13,17.39,26.17,31.78,1
Liverpool,Chelsea,1466,1504,49.03,24.69,48.68,26.98,1
Manchester City,Blackburn,1229,1316,29.44,28.38,40.41,26.33,-1
Newcastle Utd,West Ham,1308,1185,43.05,26.1,34.08,25.61,0
Arsenal,Manchester Utd,1427,1518,53.09,26.81,62.96,22.75,1
Wigan Athletic,Everton,1152,1285,35.0,16.67,32.63,27.16,-1
Watford,Blackburn,1009,1288,11.67,25.0,40.53,26.27,1
Sheffield Utd,Fulham,1050,1228,25.93,31.48,32.24,27.1,1
West Ham,Liverpool,1180,1471,34.0,25.78,49.12,24.65,-1
Reading,Wigan Athletic,1084,1132,41.67,16.67,34.43,16.39,1
Portsmouth,Middlesbrough,1271,1257,30.43,23.91,31.17,28.92,0
Bolton,Charlton Ath,1324,1178,32.07,27.93,31.03,26.21,0
Newcastle Utd,Aston Villa,1321,1221,42.97,26.24,36.8,29.75,1
Manchester Utd,Watford,1520,1007,62.85,22.71,13.11,24.59,1
Chelsea,Blackburn,1511,1281,48.59,26.94,40.45,26.22,1
Blackburn,Sheffield Utd,1288,1043,40.37,26.17,26.61,31.19,1
Watford,Bolton,1003,1328,12.9,24.19,31.96,28.18,-1
Charlton Ath,Chelsea,1174,1515,30.93,26.46,48.68,26.89,-1
Liverpool,Everton,1463,1293,49.21,24.6,32.75,27.11,0
Aston Villa,West Ham,1235,1166,36.73,29.7,33.92,25.72,1
Middlesbrough,Arsenal,1264,1420,31.1,29.08,53.17,26.76,0
Wigan Athletic,Portsmouth,1154,1249,33.87,16.13,30.22,24.46,1
Manchester City,Reading,1207,1106,29.37,28.31,44.0,16.0,-1
Fulham,Newcastle Utd,1248,1301,32.09,26.98,43.07,26.19,1
Tottenham,Manchester Utd,1302,1527,35.92,26.23,62.92,22.67,-1
Portsmouth,Manchester City,1263,1193,30.0,24.29,29.29,28.23,1
Sheffield Utd,Tottenham,1069,1276,26.36,30.91,35.85,26.19,1
Newcastle Utd,Liverpool,1324,1440,42.99,26.14,49.12,24.74,1
Everton,Blackburn,1309,1272,32.69,27.24,40.49,26.11,1
Chelsea,Middlesbrough,1521,1258,48.77,26.84,31.03,29.24,1
Manchester Utd,Charlton Ath,1531,1170,62.98,22.63,30.82,26.37,1
West Ham,Watford,1143,1026,33.85,25.66,12.7,23.81,-1
Reading,Aston Villa,1128,1213,46.15,15.38,36.84,29.65,1
Arsenal,Wigan Athletic,1426,1148,53.08,26.89,34.92,15.87,1
Bolton,Fulham,1340,1236,32.19,28.08,32.41,26.85,1
Watford,Wigan Athletic,1031,1143,14.06,23.44,34.38,15.62,0
Everton,Tottenham,1291,1294,32.81,27.19,35.79,26.14,-1
Watford,Everton,1025,1297,13.85,24.62,32.75,27.15,-1
Liverpool,Sheffield Utd,1443,1066,49.04,24.69,27.03,30.63,1
Fulham,Manchester Utd,1231,1536,32.26,26.73,63.05,22.59,-1
Middlesbrough,Reading,1268,1118,30.96,29.18,48.15,14.81,1
Charlton Ath,West Ham,1185,1128,30.72,26.28,33.77,25.61,1
Tottenham,Bolton,1312,1322,35.9,26.09,32.42,27.99,1
Blackburn,Portsmouth,1288,1247,40.4,26.06,30.5,24.11,1
Wigan Athletic,Newcastle Utd,1167,1300,33.85,16.92,43.1,26.09,1
Arsenal,Reading,1431,1113,53.16,26.84,46.43,14.29,1
Liverpool,Manchester Utd,1431,1548,49.13,24.65,63.11,22.55,-1
Manchester City,Wigan Athletic,1176,1184,29.21,28.16,34.85,16.67,-1
Watford,Charlton Ath,1032,1178,13.64,24.24,30.95,26.19,0
Portsmouth,Chelsea,1242,1526,30.28,23.94,48.86,26.8,-1
Sheffield Utd,Everton,1075,1288,26.79,30.36,32.87,27.1,0
Newcastle Utd,Middlesbrough,1299,1269,43.02,26.04,31.11,29.11,0
Fulham,Aston Villa,1230,1214,32.11,26.61,36.78,29.6,0
West Ham,Tottenham,1120,1320,33.7,25.55,36.01,26.05,-1
Bolton,Blackburn,1304,1306,32.31,27.89,40.52,26.01,-1
Aston Villa,Arsenal,1207,1438,36.71,29.72,53.24,26.8,-1
Manchester City,Chelsea,1172,1530,29.13,28.08,48.95,26.75,-1
Reading,Portsmouth,1119,1236,44.83,13.79,30.07,23.78,0
Wigan Athletic,Fulham,1186,1228,35.82,16.42,31.96,26.94,0
Chelsea,Sheffield Utd,1532,1073,49.04,26.7,26.55,30.97,1
Blackburn,West Ham,1282,1144,40.64,25.96,33.63,25.49,-1
Middlesbrough,Manchester City,1249,1192,31.04,29.27,29.06,28.01,-1
Tottenham,Watford,1325,1027,36.13,26.0,13.43,25.37,1
Manchester Utd,Bolton,1554,1298,63.18,22.51,32.2,27.8,1
Everton,Arsenal,1311,1415,32.81,27.23,53.32,26.75,1
Charlton Ath,Newcastle Utd,1199,1278,30.85,26.44,42.94,26.18,1
Aston Villa,Liverpool,1216,1422,36.65,29.67,49.04,24.61,0
Fulham,Portsmouth,1228,1236,31.82,27.27,29.86,24.31,0
Manchester Utd,Blackburn,1560,1276,63.24,22.47,40.56,25.9,1
Watford,Chelsea,1025,1534,13.24,25.0,49.13,26.66,-1
Liverpool,Arsenal,1438,1399,48.95,24.74,53.23,26.7,1
Bolton,Sheffield Utd,1305,1066,32.09,27.7,26.32,30.7,1
Newcastle Utd,Manchester City,1258,1212,42.86,26.13,29.24,27.94,-1
Charlton Ath,Wigan Athletic,1214,1171,31.08,26.35,35.29,17.65,1
West Ham,Middlesbrough,1165,1228,33.77,25.44,30.97,29.2,1
Tottenham,Reading,1332,1112,36.24,25.96,43.33,16.67,1
Aston Villa,Everton,1220,1307,36.59,29.79,32.93,27.18,0
Everton,Fulham,1319,1216,32.87,27.3,31.67,27.6,1
Manchester City,Charlton Ath,1212,1214,29.43,27.86,31.31,26.26,0
