Season,Home Team,Away Team,Home Goals,Away Goals,Home Team ELO,Away Team ELO,Home XG,Away XG,Home XGA,Away XGA,Home Win Percentage,Home Draw Percentage,Away Win Percentage,Away Draw Percentage,Head2Head Win,Head2Head Draw,Winner
2018-2019,Leicester City,Fulham,3,1,879,697,52,43,45,72,31.22,27.35,29.39,26.91,50,50,1
2018-2019,Cardiff City,West Ham,2,0,685,899,42,48,65,64,22.06,19.12,32.72,25.97,50,0,1
2018-2019,Newcastle Utd,Everton,3,2,900,879,40,55,57,48,37.61,25.44,36.12,28.54,25,12,1
2018-2019,Manchester City,Watford,3,1,1254,919,103,53,26,61,45.6,23.33,25.91,22.73,100,0,1
2018-2019,Liverpool,Burnley,4,2,1195,869,85,46,29,65,50.58,25.44,26.37,23.63,75,12,1
2018-2019,Chelsea,Wolves,1,1,1074,858,67,53,37,43,53.84,24.68,24.18,26.37,0,50,0
2018-2019,Arsenal,Manchester Utd,2,0,1091,1121,68,72,54,51,54.56,25.15,62.72,21.55,30,30,1
2018-2019,West Ham,Huddersfield,4,3,904,600,48,29,64,68,32.8,25.94,17.39,21.74,75,25,1
2018-2019,Bournemouth,Newcastle Utd,2,2,886,899,61,40,60,57,31.03,24.14,37.57,25.52,33,33,0
2018-2019,Burnley,Leicester City,1,2,853,895,46,52,65,45,26.23,23.5,31.36,27.29,25,25,-1
2018-2019,Fulham,Liverpool,1,2,695,1197,43,85,72,29,29.33,26.86,50.63,25.41,0,0,-1
2018-2019,Everton,Chelsea,2,0,903,1050,55,67,48,37,36.18,28.52,53.79,24.66,20,30,1
2018-2019,Fulham,Manchester City,0,2,694,1255,43,103,72,26,29.28,26.81,45.66,23.31,0,0,-1
2018-2019,Crystal Palace,Huddersfield,2,0,896,595,52,29,52,68,28.08,24.93,17.14,21.43,75,0,1
2018-2019,Brighton,Southampton,0,1,762,891,37,50,61,59,26.47,27.94,30.98,27.58,0,75,-1
2018-2019,Burnley,Wolves,2,0,869,842,46,53,65,43,26.63,23.37,24.04,26.23,50,0,1
2018-2019,Leicester City,Bournemouth,2,0,911,870,52,61,45,60,31.5,27.24,30.82,23.97,12,62,1
2018-2019,Manchester Utd,Watford,2,1,1129,911,72,53,51,61,62.75,21.53,25.79,22.62,88,0,1
2018-2019,West Ham,Everton,0,2,888,919,48,55,64,48,32.76,25.91,36.24,28.49,30,20,-1
2018-2019,Cardiff City,Chelsea,1,2,682,1053,42,67,65,37,21.74,18.84,53.83,24.64,0,0,-1
2018-2019,Liverpool,Tottenham,2,1,1208,1074,85,64,29,47,50.68,25.39,42.97,24.83,50,40,1
2018-2019,Arsenal,Newcastle Utd,2,0,1099,891,68,40,54,57,54.61,25.12,37.53,25.49,88,0,1
2018-2019,Watford,Fulham,4,1,918,687,54,43,60,72,26.13,22.52,29.22,26.76,50,50,1
2018-2019,Wolves,Manchester Utd,2,1,869,1102,53,72,43,51,24.46,26.09,62.69,21.51,50,50,1
2018-2019,Chelsea,Brighton,3,0,1058,757,67,37,37,61,53.88,24.61,26.09,27.54,100,0,1
2018-2019,Tottenham,Crystal Palace,2,0,1082,888,64,52,47,52,43.02,24.81,28.01,24.87,80,10,1
2018-2019,Manchester City,Cardiff City,2,0,1256,681,103,42,26,65,45.72,23.28,21.43,18.57,100,0,1
2018-2019,Southampton,Liverpool,1,3,887,1212,50,85,59,29,30.94,27.55,50.73,25.36,10,30,-1
2018-2019,Newcastle Utd,Crystal Palace,0,1,875,904,40,52,57,52,37.49,25.46,28.2,24.8,25,50,-1
2018-2019,Huddersfield,Leicester City,1,4,591,915,29,53,68,44,16.9,21.13,31.64,27.18,0,25,-1
2018-2019,Bournemouth,Burnley,1,3,854,885,61,46,60,65,30.61,23.81,27.03,23.24,33,0,-1
2018-2019,Everton,Arsenal,1,0,943,1075,55,68,48,54,36.3,28.46,54.55,25.1,20,10,1
2018-2019,Chelsea,West Ham,2,0,1067,879,67,48,37,64,53.92,24.59,32.73,25.88,50,30,1
2018-2019,Leicester City,Newcastle Utd,0,1,897,893,53,40,44,57,31.58,27.13,37.55,25.44,62,0,-1
2018-2019,Tottenham,Huddersfield,4,0,1084,589,65,29,46,68,43.08,24.78,16.67,20.83,100,0,1
2018-2019,Burnley,Cardiff City,2,0,893,673,46,42,65,65,27.42,23.12,21.13,18.31,100,0,1
2018-2019,Fulham,Everton,2,0,713,917,43,55,72,48,29.36,26.7,36.27,28.43,50,0,1
2018-2019,Southampton,Wolves,3,1,902,854,50,53,59,43,31.03,27.51,24.32,25.95,50,0,1
2018-2019,Brighton,Bournemouth,0,5,745,866,37,62,61,59,25.71,27.14,31.08,23.65,0,25,-1
2018-2019,Manchester Utd,West Ham,2,1,1109,872,72,48,51,64,62.73,21.49,32.69,25.85,40,40,1
2018-2019,Crystal Palace,Manchester City,1,3,900,1260,52,103,52,26,28.12,24.74,45.79,23.25,20,10,-1
2018-2019,Liverpool,Chelsea,2,0,1222,1057,85,67,29,37,50.77,25.34,53.87,24.56,30,50,1
2018-2019,Watford,Arsenal,0,1,909,1084,54,68,60,54,26.01,22.42,54.6,25.07,25,0,-1
2018-2019,Brighton,Cardiff City,0,2,726,692,37,42,61,65,25.35,26.76,22.22,18.06,0,0,-1
2018-2019,Manchester City,Tottenham,1,0,1269,1075,103,65,26,46,45.85,23.22,43.04,24.76,60,10,1
2018-2019,Wolves,Brighton,0,0,848,732,53,37,43,61,24.19,26.34,25.0,27.78,0,50,0
2018-2019,Bournemouth,Fulham,0,1,843,736,62,43,59,72,30.87,23.49,29.49,26.65,50,0,-1
2018-2019,West Ham,Leicester City,2,2,873,896,48,53,64,44,32.65,25.94,31.52,27.27,20,40,0
2018-2019,Huddersfield,Watford,1,2,585,913,29,54,68,60,16.44,20.55,26.34,22.32,50,0,-1
2018-2019,Newcastle Utd,Southampton,3,1,909,886,40,50,57,59,37.62,25.41,30.99,27.47,25,38,1
2018-2019,Everton,Manchester Utd,4,0,941,1085,56,72,47,51,36.33,28.41,62.67,21.47,20,20,1
2018-2019,Cardiff City,Liverpool,0,2,691,1223,42,85,65,29,21.92,17.81,50.82,25.31,0,0,-1
2018-2019,Arsenal,Crystal Palace,2,3,1060,924,68,52,54,52,54.55,25.05,28.31,24.68,60,20,-1
2018-2019,Chelsea,Burnley,2,2,1050,900,67,46,37,65,53.82,24.64,27.27,23.53,50,38,0
2018-2019,Watford,Southampton,1,1,912,887,54,50,60,59,26.22,22.67,30.95,27.57,12,62,0
2018-2019,Tottenham,Brighton,1,0,1079,728,65,37,46,61,43.09,24.73,24.66,27.4,75,25,1
2018-2019,Wolves,Arsenal,3,1,873,1035,53,68,43,54,24.6,26.2,54.49,25.02,50,50,1
2018-2019,Manchester Utd,Manchester City,0,2,1077,1277,72,103,51,26,62.61,21.45,45.92,23.2,30,20,-1
2018-2019,Liverpool,Huddersfield,5,0,1224,584,86,29,29,68,50.87,25.29,16.22,20.27,100,0,1
2018-2019,Tottenham,West Ham,0,1,1054,898,65,48,46,64,43.05,24.71,32.73,25.91,50,20,-1
2018-2019,Crystal Palace,Everton,0,0,925,940,52,56,52,47,28.24,24.87,36.29,28.47,10,50,0
2018-2019,Watford,Wolves,1,2,894,891,54,53,60,43,26.11,22.57,25.0,26.06,50,0,-1
2018-2019,Southampton,Bournemouth,3,3,885,845,50,62,59,59,30.91,27.66,30.67,24.0,38,50,0
2018-2019,Fulham,Cardiff City,1,0,750,677,43,42,72,65,29.62,26.6,21.62,17.57,50,0,1
2018-2019,Brighton,Newcastle Utd,1,1,736,901,37,40,61,57,24.32,28.38,37.58,25.49,50,50,0
2018-2019,Leicester City,Arsenal,3,0,918,1013,53,68,44,54,31.65,27.22,54.44,25.0,20,20,1
2018-2019,Burnley,Manchester City,0,1,897,1280,46,103,65,26,27.13,23.4,45.98,23.17,12,25,-1
2018-2019,Manchester Utd,Chelsea,1,1,1076,1051,72,67,51,37,62.55,21.53,53.76,24.71,20,50,0
2018-2019,Everton,Burnley,2,0,954,883,56,46,47,65,36.35,28.45,26.98,23.28,62,0,1
2018-2019,Bournemouth,Tottenham,1,0,870,1029,62,65,59,46,31.13,23.84,43.01,24.69,12,12,1
2018-2019,Wolves,Fulham,1,0,901,740,53,43,43,72,25.4,25.93,29.57,26.55,50,50,1
2018-2019,West Ham,Southampton,3,0,913,870,48,50,63,59,32.8,25.88,30.87,27.63,50,10,1
2018-2019,Cardiff City,Crystal Palace,2,3,671,931,42,52,65,52,21.33,17.33,28.42,24.81,0,50,-1
2018-2019,Newcastle Utd,Liverpool,2,3,897,1228,40,86,57,29,37.54,25.46,50.92,25.27,25,25,-1
2018-2019,Huddersfield,Manchester Utd,1,1,598,1062,29,72,68,51,16.0,21.33,62.49,21.6,25,25,0
2018-2019,Chelsea,Watford,3,0,1060,885,67,54,37,60,53.81,24.69,25.99,22.47,62,25,1
2018-2019,Arsenal,Brighton,1,1,1002,747,68,37,54,61,54.39,25.07,24.0,29.33,25,50,0
2018-2019,Manchester City,Leicester City,1,0,1284,914,103,53,26,44,46.04,23.14,31.59,27.16,60,10,1
2018-2019,Liverpool,Wolves,2,0,1232,897,86,53,29,43,50.96,25.24,25.26,25.79,100,0,1
2018-2019,Fulham,Newcastle Utd,0,4,731,906,43,41,72,56,29.51,26.5,37.61,25.43,0,50,-1
2018-2019,Crystal Palace,Bournemouth,5,3,944,857,52,62,52,59,28.61,24.74,30.92,23.68,25,50,1
2018-2019,Southampton,Huddersfield,1,1,860,608,50,29,59,68,30.83,27.72,15.79,22.37,25,75,0
2018-2019,Tottenham,Everton,2,2,1026,957,65,56,46,47,42.97,24.76,36.32,28.52,60,40,0
2018-2019,Burnley,Arsenal,1,3,872,1013,46,68,65,54,26.84,23.16,54.43,25.05,0,0,-1
2018-2019,Watford,West Ham,1,4,870,928,54,49,60,62,25.88,22.37,32.88,25.85,50,12,-1
2018-2019,Brighton,Manchester City,1,4,746,1285,37,104,61,26,23.68,28.95,46.11,23.11,0,0,-1
2018-2019,Leicester City,Chelsea,0,0,920,1054,53,67,44,37,31.53,27.31,53.76,24.76,20,30,0
2018-2019,Manchester Utd,Cardiff City,0,2,1033,700,72,42,51,65,62.43,21.58,22.37,17.11,50,0,-1
2019-2020,Liverpool,Norwich City,4,1,1234,727,76,37,39,72,51.01,25.22,28.08,29.02,67,33,1
2019-2020,West Ham,Manchester City,0,5,924,1289,49,103,68,37,32.84,25.82,46.17,23.09,18,9,-1
2019-2020,Crystal Palace,Everton,0,0,945,956,34.45,53.71,57.39,49.21,28.53,24.94,36.28,28.59,9,55,0
2019-2020,Bournemouth,Sheffield Utd,1,1,844,487,44.67,45.81,63.29,52.04,30.72,24.18,26.02,30.08,0,100,0
2019-2020,Burnley,Southampton,3,0,887,845,50,56,53,59,27.23,23.04,30.79,27.68,44,33,1
2019-2020,Watford,Brighton,0,3,849,767,49,48,60,60,25.76,22.27,24.68,28.57,20,40,-1
2019-2020,Tottenham,Aston Villa,3,1,1029,648,49,45,54,72,43.02,24.74,34.16,29.73,80,0,1
2019-2020,Leicester City,Wolves,0,0,919,898,61.02,54.22,47.89,37.39,31.46,27.45,25.13,26.18,33,33,0
2019-2020,Newcastle Utd,Arsenal,0,1,895,1024,36,51,67,57,37.57,25.41,54.48,25.02,11,0,-1
2019-2020,Manchester Utd,Chelsea,4,0,1050,1037,67,76,38,41,62.46,21.56,53.71,24.74,27,45,1
2019-2020,Arsenal,Burnley,2,1,1034,877,51,50,57,53,54.52,25.0,27.08,22.92,100,0,1
2019-2020,Brighton,West Ham,1,1,774,917,48,49,60,68,24.36,29.49,32.81,25.9,60,40,0
2019-2020,Norwich City,Newcastle Utd,3,1,750,872,37,36,71,67,28.3,28.93,37.53,25.38,67,0,1
2019-2020,Aston Villa,Bournemouth,1,2,640,852,45,45,72,63,34.13,29.7,31.17,24.03,33,0,-1
2019-2020,Everton,Watford,1,0,967,838,54,49,49,60,36.35,28.56,25.65,22.17,33,33,1
2019-2020,Southampton,Liverpool,1,2,842,1237,56,76,59,39,30.75,27.65,51.06,25.19,9,27,-1
2019-2020,Manchester City,Tottenham,2,2,1279,1039,103,49,37,54,46.12,23.18,42.98,24.81,55,18,0
2019-2020,Sheffield Utd,Crystal Palace,1,0,517,915,46,34,52,57,26.61,29.84,28.46,24.87,100,0,1
2019-2020,Chelsea,Leicester City,1,1,1032,924,76,61.02,41,47.89,53.65,24.81,31.4,27.6,45,36,0
2019-2020,Wolves,Manchester Utd,1,1,905,1043,54.22,67,37.39,38,25.0,26.56,62.4,21.63,33,67,0
2019-2020,Aston Villa,Everton,2,0,668,939,45,54,72,49,34.2,29.67,36.31,28.53,40,0,1
2019-2020,Norwich City,Chelsea,2,3,745,1037,37,76,71,41,28.21,28.84,53.7,24.78,0,0,-1
2019-2020,Brighton,Southampton,0,2,761,855,48,56,60,59,24.05,29.11,30.84,27.61,0,60,-1
2019-2020,Watford,West Ham,1,3,826,929,49,49,60,68,25.54,22.08,32.88,25.88,44,11,-1
2019-2020,Manchester Utd,Crystal Palace,1,2,1021,937,67,34,38,57,62.34,21.61,28.64,24.81,73,18,-1
2019-2020,Sheffield Utd,Leicester City,1,2,514,927,46,61,52,48,26.4,29.6,31.54,27.54,0,0,-1
2019-2020,Liverpool,Arsenal,3,1,1245,1026,76,51,39,57,51.1,25.17,54.47,24.98,45,45,1
2019-2020,Bournemouth,Manchester City,1,3,849,1282,45,103,63,37,30.97,23.87,46.18,23.15,0,0,-1
2019-2020,Tottenham,Newcastle Utd,0,1,1016,895,49,36,54,67,42.94,24.78,37.59,25.35,56,0,-1
2019-2020,Wolves,Burnley,1,1,904,878,54.22,50,37.39,53,24.87,26.94,26.94,23.32,33,33,0
2019-2020,Southampton,Manchester Utd,1,1,862,1014,56,67,59,38,30.8,27.71,62.28,21.69,18,36,0
2019-2020,Leicester City,Bournemouth,3,1,939,837,61,45,48,63,31.67,27.49,30.77,23.72,22,56,1
2019-2020,Crystal Palace,Aston Villa,1,0,943,662,34,45,57,72,28.83,24.74,34.16,29.63,40,20,1
2019-2020,Manchester City,Brighton,4,0,1284,759,104,48,37,60,46.24,23.12,23.75,28.75,100,0,1
2019-2020,Chelsea,Sheffield Utd,2,2,1023,528,76,46,41,52,53.65,24.86,26.19,30.16,0,100,0
2019-2020,West Ham,Norwich City,2,0,937,737,49,37,68,71,32.96,25.85,28.12,28.75,33,67,1
2019-2020,Newcastle Utd,Watford,1,1,892,829,36,49,67,60,37.55,25.43,25.43,22.41,14,29,0
2019-2020,Burnley,Liverpool,0,3,875,1248,50,76,53,39,26.8,23.2,51.15,25.14,11,11,-1
2019-2020,Everton,Wolves,3,2,953,890,54,54,49,37,36.37,28.5,24.74,26.8,33,33,1
2019-2020,Arsenal,Tottenham,2,2,1026,1016,51,49,57,54,54.41,25.05,42.9,24.86,18,55,0
2019-2020,Liverpool,Newcastle Utd,3,1,1252,888,76,36,39,67,51.2,25.12,37.51,25.41,56,22,1
2019-2020,Wolves,Chelsea,2,5,880,1033,54,77,37,41,24.62,26.67,53.69,24.83,33,33,-1
2019-2020,Tottenham,Crystal Palace,4,0,1029,930,50,34,53,57,42.95,24.83,28.75,24.68,82,9,1
2019-2020,Brighton,Burnley,1,1,764,870,48,50,60,53,23.46,29.63,26.67,23.59,0,60,0
2019-2020,Sheffield Utd,Southampton,0,1,524,866,46,56,52,59,25.98,29.92,30.89,27.67,0,0,-1
2019-2020,Manchester Utd,Leicester City,1,0,1027,926,67,61,38,48,62.32,21.67,31.61,27.44,64,27,1
2019-2020,Norwich City,Manchester City,3,2,768,1253,37,104,71,37,28.35,28.66,46.19,23.09,33,33,1
2019-2020,Bournemouth,Everton,3,1,858,932,45,54,63,49,31.21,23.57,36.34,28.48,33,22,1
2019-2020,Watford,Arsenal,2,2,837,1018,49,51,60,57,25.32,22.75,54.36,25.12,22,11,0
2019-2020,Aston Villa,West Ham,0,0,673,926,45,49,72,68,34.12,29.71,32.92,25.93,20,60,0
2019-2020,Southampton,Bournemouth,1,3,850,874,56,45,59,63,30.85,27.63,31.65,23.42,33,44,-1
2019-2020,Leicester City,Tottenham,2,1,947,1008,61,50,48,53,31.75,27.38,42.91,24.81,27,18,1
2019-2020,Burnley,Norwich City,2,0,881,757,50,37,53,71,27.04,23.47,28.26,28.57,100,0,1
2019-2020,Manchester City,Watford,8,0,1256,834,107,49,36,60,46.25,23.07,25.21,22.65,100,0,1
2019-2020,Everton,Sheffield Utd,0,2,903,553,54,46,49,52,36.3,28.45,26.56,29.69,0,0,-1
2019-2020,Newcastle Utd,Brighton,0,0,883,769,36,48,67,60,37.47,25.49,23.17,30.49,0,60,0
2019-2020,Crystal Palace,Wolves,1,1,928,882,34,54,57,37,28.68,24.87,24.49,27.04,33,33,0
2019-2020,West Ham,Manchester Utd,2,0,947,1006,49,67,68,38,33.0,25.9,62.26,21.65,27,36,1
2019-2020,Arsenal,Aston Villa,3,2,1022,669,51,45,57,72,54.41,25.1,34.09,29.68,100,0,1
2019-2020,Chelsea,Liverpool,1,2,1026,1259,77,76,41,39,53.64,24.81,51.25,25.1,18,45,-1
2019-2020,Sheffield Utd,Liverpool,0,1,552,1260,46,76,52,39,26.36,29.46,51.29,25.07,0,0,-1
2019-2020,Bournemouth,West Ham,2,2,877,944,45,49,63,68,31.45,23.9,32.96,25.98,44,33,0
2019-2020,Wolves,Watford,2,0,896,820,54,49,37,60,24.87,26.9,25.11,22.55,67,0,1
2019-2020,Aston Villa,Burnley,2,2,678,872,45,50,72,53,34.05,29.75,26.9,23.86,0,67,0
2019-2020,Tottenham,Southampton,2,1,1017,841,50,56,53,59,42.97,24.78,30.81,27.6,64,18,1
2019-2020,Crystal Palace,Norwich City,2,0,937,748,34,37,57,71,28.86,24.81,28.17,28.48,100,0,1
2019-2020,Chelsea,Brighton,2,0,1032,763,77,48,41,60,53.68,24.78,22.89,30.12,100,0,1
2019-2020,Everton,Manchester City,1,3,899,1260,54,107,49,36,36.27,28.42,46.32,23.04,9,36,-1
2019-2020,Leicester City,Newcastle Utd,5,0,960,870,62,36,47,67,31.88,27.33,37.43,25.46,67,0,1
2019-2020,Manchester Utd,Arsenal,1,1,1007,1021,67,51,38,57,62.2,21.72,54.35,25.17,36,36,0
2019-2020,Brighton,Tottenham,3,0,789,991,48,50,59,53,23.81,29.76,42.93,24.76,20,20,1
2019-2020,Watford,Sheffield Utd,0,0,810,562,49,46,60,52,25.0,22.88,26.15,30.0,0,100,0
2019-2020,Liverpool,Leicester City,2,1,1265,955,76,62,39,47,51.34,25.05,31.82,27.27,64,18,1
2019-2020,Norwich City,Aston Villa,1,5,729,697,37,46,71,70,28.09,28.4,34.12,29.72,33,0,-1
2019-2020,Burnley,Everton,1,0,889,882,50,54,53,49,27.27,23.74,36.23,28.39,44,0,1
2019-2020,West Ham,Crystal Palace,1,2,928,953,49,34,68,57,32.92,25.96,29.04,24.75,45,36,-1
2019-2020,Manchester City,Wolves,0,2,1232,924,107,54,36,37,46.26,23.01,25.25,26.77,33,33,-1
2019-2020,Arsenal,Bournemouth,1,0,1031,867,51,45,57,63,54.4,25.14,31.25,23.75,78,11,1
2019-2020,Southampton,Chelsea,1,4,833,1040,56,78,59,41,30.77,27.56,53.73,24.76,9,27,-1
2019-2020,Newcastle Utd,Manchester Utd,1,0,892,985,36,67,67,38,37.5,25.43,62.14,21.7,22,22,1
2019-2020,Everton,West Ham,2,0,900,910,54,49,49,68,36.29,28.37,32.88,25.93,55,18,1
2019-2020,Wolves,Southampton,1,1,920,837,54,56,37,59,25.13,27.14,30.73,27.66,33,33,0
2019-2020,Chelsea,Newcastle Utd,1,0,1050,882,78,36,41,67,53.77,24.74,37.46,25.4,67,11,1
2019-2020,Aston Villa,Brighton,2,1,717,769,46,48,70,59,34.19,29.69,23.53,29.41,100,0,1
2019-2020,Leicester City,Burnley,2,1,968,876,62,50,47,53,31.95,27.22,27.14,23.62,56,22,1
2019-2020,Bournemouth,Norwich City,0,0,861,735,45,37,63,71,31.06,24.22,28.0,28.62,33,33,0
2019-2020,Tottenham,Watford,1,1,983,818,50,49,53,60,42.88,24.83,24.89,23.21,67,22,0
2019-2020,Crystal Palace,Manchester City,0,2,948,1237,34,107,57,36,28.97,24.69,46.32,22.99,18,9,-1
2019-2020,Manchester Utd,Liverpool,1,1,996,1254,67,76,38,39,62.08,21.78,51.29,25.12,45,45,0
2019-2020,Sheffield Utd,Arsenal,1,0,592,1001,46,51,52,57,26.72,29.77,54.35,25.12,100,0,1
2019-2020,Southampton,Leicester City,0,9,827,978,56,66,59,44,30.69,27.62,32.09,27.17,27,27,-1
2019-2020,Manchester City,Aston Villa,3,0,1239,715,107,46,36,70,46.39,22.96,34.15,29.66,80,20,1
2019-2020,West Ham,Sheffield Utd,1,1,898,604,49,46,68,52,32.85,26.01,26.52,30.3,0,100,0
2019-2020,Watford,Bournemouth,0,0,820,859,49,45,60,63,24.79,23.53,30.86,24.69,11,78,0
2019-2020,Brighton,Everton,3,2,791,878,48,54,59,49,24.42,29.07,36.26,28.34,40,20,1
2019-2020,Burnley,Chelsea,2,4,867,1059,50,78,53,41,27.0,23.5,53.82,24.71,11,33,-1
2019-2020,Newcastle Utd,Wolves,1,1,884,918,36,54,67,37,37.42,25.48,25.0,27.5,0,67,0
2019-2020,Arsenal,Crystal Palace,2,2,999,950,51,34,57,57,54.29,25.19,28.89,24.87,55,27,0
2019-2020,Liverpool,Tottenham,2,1,1260,977,76,50,39,53,51.34,25.1,42.84,24.81,55,36,1
2019-2020,Norwich City,Manchester Utd,1,3,729,1002,37,67,71,38,27.91,28.53,62.12,21.76,33,0,-1
2019-2020,Bournemouth,Manchester Utd,1,0,881,980,45,67,63,38,31.29,24.54,62.06,21.73,22,11,1
2019-2020,Sheffield Utd,Burnley,3,0,630,841,46,50,51,53,27.07,30.08,26.87,23.38,100,0,1
2019-2020,Manchester City,Southampton,2,1,1242,824,107,56,36,59,46.45,22.93,30.65,27.59,82,9,1
2019-2020,Arsenal,Wolves,1,1,995,922,51,54,57,37,54.24,25.26,24.88,27.86,0,67,0
2019-2020,Brighton,Norwich City,2,0,804,716,48,37,59,71,25.29,28.74,27.83,28.44,100,0,1
2019-2020,Aston Villa,Liverpool,1,2,714,1261,46,76,70,39,34.12,29.63,51.38,25.07,20,0,-1
2019-2020,West Ham,Newcastle Utd,2,3,881,901,49,36,68,67,32.81,25.98,37.49,25.46,44,0,-1
2019-2020,Watford,Chelsea,1,2,814,1065,49,78,60,41,24.69,23.43,53.86,24.69,11,22,-1
2019-2020,Crystal Palace,Leicester City,0,2,935,993,34,66,57,44,28.82,24.81,32.22,27.11,55,9,-1
2019-2020,Everton,Tottenham,1,1,882,973,54,50,49,53,36.22,28.41,42.8,24.88,0,45,0
2019-2020,Norwich City,Watford,0,2,704,826,37,49,71,60,27.74,28.35,25.0,23.33,33,0,-1
2019-2020,Chelsea,Crystal Palace,2,0,1075,925,78,34,41,57,53.9,24.67,28.75,24.75,73,0,1
2019-2020,Southampton,Everton,1,2,811,895,56,54,59,49,30.61,27.55,36.29,28.38,36,18,-1
2019-2020,Newcastle Utd,Bournemouth,2,1,916,866,36,45,67,63,37.55,25.43,31.1,24.39,43,29,1
2019-2020,Burnley,West Ham,3,0,859,863,50,49,53,68,27.23,23.27,32.77,25.95,33,11,1
2019-2020,Tottenham,Sheffield Utd,1,1,961,642,50,46,53,51,42.76,24.95,26.87,30.6,0,100,0
2019-2020,Leicester City,Arsenal,2,0,1009,979,66,51,44,57,32.35,27.06,54.19,25.24,27,18,1
2019-2020,Manchester Utd,Brighton,3,1,989,795,67,48,38,59,62.1,21.71,25.0,28.41,60,0,1
2019-2020,Wolves,Aston Villa,2,1,929,707,54,46,37,70,25.25,27.72,34.08,29.59,100,0,1
2019-2020,Liverpool,Manchester City,3,1,1276,1227,76,107,39,36,51.43,25.05,46.4,22.91,55,18,1
2019-2020,West Ham,Tottenham,2,3,851,973,49,50,68,53,32.74,25.92,42.82,24.93,27,18,-1
2019-2020,Brighton,Leicester City,0,2,788,1016,48,66,59,44,24.72,28.09,32.49,27.01,0,20,-1
2019-2020,Watford,Burnley,0,3,812,873,49,50,60,53,24.9,23.24,27.59,23.15,29,14,-1
2019-2020,Crystal Palace,Liverpool,1,2,921,1280,34,76,57,39,28.68,24.69,51.47,25.02,36,0,-1
2019-2020,Arsenal,Southampton,2,2,972,818,51,56,57,59,54.14,25.31,30.57,27.64,45,27,0
2019-2020,Everton,Norwich City,0,2,871,728,54,37,49,71,36.25,28.35,27.96,28.27,33,33,-1
2019-2020,Bournemouth,Wolves,1,2,853,942,45,54,63,37,30.91,24.24,25.62,27.59,0,33,-1
2019-2020,Manchester City,Chelsea,2,1,1236,1066,107,78,36,41,46.46,22.88,53.85,24.64,55,18,1
2019-2020,Sheffield Utd,Manchester Utd,3,3,654,977,46,67,51,38,26.67,31.11,62.04,21.79,0,100,0
2019-2020,Aston Villa,Newcastle Utd,2,0,732,891,46,36,70,67,34.15,29.56,37.51,25.4,20,60,1
2019-2020,Newcastle Utd,Manchester City,2,2,903,1224,36,107,67,36,37.47,25.48,46.4,22.97,11,22,0
2019-2020,Tottenham,Bournemouth,3,2,984,842,50,45,53,63,42.87,24.9,30.72,24.1,78,11,1
2019-2020,Burnley,Crystal Palace,0,2,859,935,50,34,53,57,27.45,23.04,28.86,24.63,33,11,-1
2019-2020,Liverpool,Brighton,2,1,1282,786,76,48,39,59,51.52,25.0,24.44,27.78,100,0,1
2019-2020,Chelsea,West Ham,0,1,1041,876,78,49,41,68,53.8,24.62,32.81,25.89,45,27,-1
2019-2020,Southampton,Watford,2,1,834,796,56,49,59,60,30.66,27.61,24.79,23.14,33,56,1
2019-2020,Wolves,Sheffield Utd,1,1,931,665,54,46,37,51,25.49,27.94,26.47,31.62,0,100,0
2019-2020,Norwich City,Arsenal,2,2,738,962,37,51,71,57,27.88,28.48,54.09,25.38,0,67,0
2019-2020,Leicester City,Everton,2,1,1026,861,66,54,44,49,32.62,26.95,36.22,28.33,45,18,1
2019-2020,Manchester Utd,Aston Villa,2,2,967,742,67,46,38,70,61.98,21.86,34.12,29.64,60,40,0
2019-2020,Crystal Palace,Bournemouth,1,0,947,830,34,45,57,63,29.03,24.57,30.54,23.95,33,44,1
2019-2020,Burnley,Manchester City,1,4,856,1227,50,108,53,36,27.32,22.93,46.47,22.94,11,22,-1
2019-2020,Wolves,West Ham,2,0,944,863,54,49,37,68,25.85,27.8,32.78,25.86,100,0,1
2019-2020,Southampton,Norwich City,2,1,846,726,56,37,59,71,30.75,27.57,27.79,28.4,67,0,1
2019-2020,Leicester City,Watford,2,0,1033,789,66,49,44,60,32.75,26.9,24.69,23.05,67,0,1
2019-2020,Chelsea,Aston Villa,2,1,1046,737,78,46,41,70,53.85,24.6,34.08,29.61,100,0,1
2019-2020,Manchester Utd,Tottenham,2,1,984,967,67,50,38,53,62.01,21.84,42.83,24.88,55,9,1
2019-2020,Liverpool,Everton,5,2,1285,858,77,54,39,49,51.57,24.98,36.18,28.3,45,55,1
2019-2020,Sheffield Utd,Newcastle Utd,0,2,659,909,46,36,51,67,26.28,31.39,37.54,25.45,0,0,-1
2019-2020,Arsenal,Brighton,1,2,939,809,51,48,57,59,54.04,25.36,25.27,27.47,20,40,-1
2019-2020,Everton,Chelsea,3,1,882,1022,54,78,49,41,36.24,28.27,53.8,24.57,27,27,1
2019-2020,Watford,Crystal Palace,0,0,796,940,49,34,60,57,24.59,23.36,28.96,24.75,33,33,0
2019-2020,Bournemouth,Liverpool,0,3,828,1287,45,77,63,39,30.36,23.81,51.61,24.95,11,11,-1
2019-2020,Tottenham,Burnley,5,0,978,845,51,50,52,53,42.88,24.86,27.18,22.82,67,22,1
